Particle_ID,x,y,z,vx,vy,vz,charge_q1,mass_m1
46,-500.0,-18.828892391058904,-1.0214132011759247,10.112096702361438,0.0,0.0,2.0,4.0
47,-500.0,2.0068021177810778,2.8656603989275595,10.080557470280617,0.0,0.0,2.0,4.0
48,-500.0,4.671027934327967,-16.555747288189593,10.097582333728857,0.0,0.0,2.0,4.0
49,-500.0,-31.514554447447296,1.9312692642303162,10.000885770366889,0.0,0.0,2.0,4.0
50,-500.0,46.95846277645586,-30.244409432152175,9.858447593308629,0.0,0.0,2.0,4.0
51,-500.0,27.51328233611146,30.517439736037673,10.097787227221113,0.0,0.0,2.0,4.0
52,-500.0,43.94989415641891,-31.422304530129217,9.97296286008642,0.0,0.0,2.0,4.0
53,-500.0,39.48273504276489,-41.50337101105336,9.861021985680733,0.0,0.0,2.0,4.0
54,-500.0,9.789997881108512,-6.375397364284261,10.135203936597433,0.0,0.0,2.0,4.0
55,-500.0,42.18742350231169,15.830743950606191,10.209940752050251,0.0,0.0,2.0,4.0
56,-500.0,-41.15074979480805,-6.228317506645865,9.99587518710208,0.0,0.0,2.0,4.0
57,-500.0,-30.40171375808548,-22.32458680486914,10.215912115460329,0.0,0.0,2.0,4.0
58,-500.0,-45.47727110894619,5.817118389044076,10.009131472861135,0.0,0.0,2.0,4.0
59,-500.0,-17.466966923673567,-15.299766458780006,9.961954409583365,0.0,0.0,2.0,4.0
60,-500.0,-11.1322710310518,43.286769012663314,9.936954154581452,0.0,0.0,2.0,4.0
61,-500.0,-22.865096822610408,42.264513960357206,10.163708240799274,0.0,0.0,2.0,4.0
62,-500.0,32.87375091519293,0.23718199720954658,9.921985611861222,0.0,0.0,2.0,4.0
63,-500.0,-14.32466733064107,-17.21160059817415,10.073526930997499,0.0,0.0,2.0,4.0
64,-500.0,-21.906549031261925,23.713241395663914,9.94408361649408,0.0,0.0,2.0,4.0
65,-500.0,4.269608315824847,-46.32870565169333,9.953969323742564,0.0,0.0,2.0,4.0
66,-500.0,-35.907577502523736,-2.5230993956348726,10.103024969396957,0.0,0.0,2.0,4.0
67,-500.0,30.21969807540397,-16.36766057296665,9.961996315371065,0.0,0.0,2.0,4.0
68,-500.0,-42.54493563202292,42.053588510255466,9.95952046205797,0.0,0.0,2.0,4.0
69,-500.0,48.688693660051726,-48.79969727273175,10.11328046971748,0.0,0.0,2.0,4.0
70,-500.0,27.22447692966574,5.281487571834909,10.159739729322162,0.0,0.0,2.0,4.0
71,-500.0,-30.12843184658276,24.066358106662605,10.064468980328423,0.0,0.0,2.0,4.0
72,-500.0,-49.44778828763976,-1.4982012475958726,9.934523022437604,0.0,0.0,2.0,4.0
73,-500.0,31.546142845483416,-41.45969698372784,9.948939150070242,0.0,0.0,2.0,4.0
74,-500.0,20.685734384761716,47.246139002790215,10.007991526374004,0.0,0.0,2.0,4.0
75,-500.0,22.900716804098735,1.8010431376097955,10.032093006192566,0.0,0.0,2.0,4.0
76,-500.0,27.127034668594575,11.418624431901137,9.901213408986022,0.0,0.0,2.0,4.0
77,-500.0,-42.59553482659096,-26.339021729249268,10.072303793957987,0.0,0.0,2.0,4.0
78,-500.0,-14.153427145572742,-1.6501914893196172,10.00855133296396,0.0,0.0,2.0,4.0
79,-500.0,-38.41309404748703,-7.085050804167814,9.828429168136187,0.0,0.0,2.0,4.0
80,-500.0,36.31034258755935,-42.51041579980163,9.907107351753927,0.0,0.0,2.0,4.0
81,-500.0,12.329812682755794,-39.38396464525328,9.949587132634834,0.0,0.0,2.0,4.0
82,-500.0,-16.91019751473508,33.74725196187745,9.992714231115894,0.0,0.0,2.0,4.0
83,-500.0,-43.644164971397636,-26.018004779340977,10.1889278795504,0.0,0.0,2.0,4.0
84,-500.0,-18.90176782843378,-30.504172850136946,10.023817130613963,0.0,0.0,2.0,4.0
85,-500.0,-17.481667797325294,0.49114512501392227,9.915922811010137,0.0,0.0,2.0,4.0
86,-500.0,22.96061783380641,26.874713136251287,10.022063080430716,0.0,0.0,2.0,4.0
87,-500.0,13.755747135521311,-43.80534814210121,9.964791225254611,0.0,0.0,2.0,4.0
88,-500.0,38.72127425763266,7.680791963825584,10.032475823953353,0.0,0.0,2.0,4.0
89,-500.0,-2.778507483805072,-38.07895571594266,10.058056768703562,0.0,0.0,2.0,4.0
90,-500.0,-38.04057540616983,-46.353894917438154,10.120923064722394,0.0,0.0,2.0,4.0
91,-500.0,21.324478722299503,-44.72560478377826,9.997571350432997,0.0,0.0,2.0,4.0
92,-500.0,26.078504861689737,33.416410820844135,10.163896052759984,0.0,0.0,2.0,4.0
93,-500.0,6.127719756949624,-38.20275163719384,10.090802266253618,0.0,0.0,2.0,4.0
94,-500.0,27.096717995456103,-45.484863558770805,9.92925604551878,0.0,0.0,2.0,4.0
95,-500.0,-0.6204403635609239,-6.210011285708774,10.220985566574846,0.0,0.0,2.0,4.0
96,-500.0,2.273282938199408,34.39934719420248,10.03269945132701,0.0,0.0,2.0,4.0
97,-500.0,-7.245898164145039,-23.759162351069808,9.916487549602776,0.0,0.0,2.0,4.0
98,-500.0,-47.45808732559048,-7.82873824740836,10.165291305123041,0.0,0.0,2.0,4.0
99,-500.0,-39.21085730066956,-46.00774674362488,10.207777758519844,0.0,0.0,2.0,4.0
100,-500.0,-46.85708143132658,-5.092148586512415,9.996697473628045,0.0,0.0,2.0,4.0
101,-500.0,13.641041126378042,7.761308063713365,9.949634973962441,0.0,0.0,2.0,4.0
102,-500.0,-18.564401892367332,7.090705375214476,9.982762504254634,0.0,0.0,2.0,4.0
103,-500.0,0.857069116470278,-16.757330782563486,10.07147317275177,0.0,0.0,2.0,4.0
104,-500.0,40.756647392609295,-18.44668193368645,10.127785665503051,0.0,0.0,2.0,4.0
105,-500.0,-25.070777085112507,-39.33763810634021,10.057048733086358,0.0,0.0,2.0,4.0
106,-500.0,-8.961707696437024,-13.320167935373163,10.010172320847177,0.0,0.0,2.0,4.0
107,-500.0,25.555113854304864,-40.05053311270353,10.149801177030442,0.0,0.0,2.0,4.0
108,-500.0,-27.120183450837754,26.659594471205168,9.968716352694848,0.0,0.0,2.0,4.0
109,-500.0,-42.3020090171207,46.62742977481858,10.10309193383669,0.0,0.0,2.0,4.0
110,-500.0,-21.0248547086232,47.00744566667069,9.971193720164871,0.0,0.0,2.0,4.0
111,-500.0,-33.877871274599556,36.50710993753938,10.04310229580109,0.0,0.0,2.0,4.0
112,-500.0,42.96976523425731,10.079214933961907,9.988643743520955,0.0,0.0,2.0,4.0
113,-500.0,30.8120379564417,20.086569724388,9.994414781734719,0.0,0.0,2.0,4.0
114,-500.0,13.340375651042343,-21.479419731958593,9.96226134825378,0.0,0.0,2.0,4.0
115,-500.0,37.146059018771766,13.077042017262066,10.13448540311807,0.0,0.0,2.0,4.0
116,-500.0,30.367207689911453,-4.435045056012257,9.926707396189146,0.0,0.0,2.0,4.0
117,-500.0,-31.342994111396415,-1.7982660223067484,9.925976774745129,0.0,0.0,2.0,4.0
118,-500.0,39.25589984899777,25.777656037515797,10.212099356584512,0.0,0.0,2.0,4.0
119,-500.0,3.9342241915650717,-21.808164440274837,10.097784756465433,0.0,0.0,2.0,4.0
120,-500.0,30.74401551640625,-18.196038830548012,9.761488630130696,0.0,0.0,2.0,4.0
121,-500.0,39.609129992349324,42.46417911286366,9.943474126078959,0.0,0.0,2.0,4.0
122,-500.0,-18.199652502813613,-44.37757051490277,9.818801066243795,0.0,0.0,2.0,4.0
123,-500.0,-38.99480754723233,-1.4365701586659583,9.904930930658475,0.0,0.0,2.0,4.0
124,-500.0,-27.206483745805834,41.280080040786174,9.686148533376596,0.0,0.0,2.0,4.0
125,-500.0,-7.289221137374369,11.036300781815697,9.986301042230606,0.0,0.0,2.0,4.0
126,-500.0,31.801476592249315,4.640707421213207,9.885805818083869,0.0,0.0,2.0,4.0
127,-500.0,36.07305832563435,-25.025582077064477,10.005990525679644,0.0,0.0,2.0,4.0
128,-500.0,-49.30478694688093,-15.672451093555175,9.837487874111748,0.0,0.0,2.0,4.0
129,-500.0,1.0747302577565705,35.20484158046929,10.008291185317203,0.0,0.0,2.0,4.0
130,-500.0,-8.258899685122103,5.921813176845816,9.958508372187968,0.0,0.0,2.0,4.0
131,-500.0,-27.789218952926976,1.4742193756779898,10.15019529651886,0.0,0.0,2.0,4.0
132,-500.0,-38.01346326663172,-40.04202864599711,10.141135686174563,0.0,0.0,2.0,4.0
133,-500.0,-16.2384828596372,-48.397184354487685,10.078534560301028,0.0,0.0,2.0,4.0
134,-500.0,44.29097039125192,46.36851886870491,9.967338621933878,0.0,0.0,2.0,4.0
135,-500.0,-17.679706797924474,-12.301383271315835,10.19853803952603,0.0,0.0,2.0,4.0
136,-500.0,1.8790621743366103,10.321306209950428,9.844696472216018,0.0,0.0,2.0,4.0
137,-500.0,20.30189588951778,-42.0284926812715,9.859644137043635,0.0,0.0,2.0,4.0
138,-500.0,-13.6370397620706,18.31142857230465,9.991621690011094,0.0,0.0,2.0,4.0
139,-500.0,47.17820827209607,43.256670870596096,10.225403810892113,0.0,0.0,2.0,4.0
140,-500.0,46.24472949421113,7.5665252997419685,9.979766109312992,0.0,0.0,2.0,4.0
141,-500.0,-24.821770417463583,-37.388467762458944,9.981675475679072,0.0,0.0,2.0,4.0
142,-500.0,-0.2751494107614576,8.172152747347674,9.85580896438882,0.0,0.0,2.0,4.0
143,-500.0,-19.912169018323034,26.63472131046524,10.094592958527038,0.0,0.0,2.0,4.0
144,-500.0,-21.515950562253238,-9.358346342598132,10.095317625432935,0.0,0.0,2.0,4.0
145,-500.0,-46.31130526454672,37.98377479414678,10.07890752013999,0.0,0.0,2.0,4.0
146,-500.0,10.956433397989684,14.868295335736448,9.937077932715264,0.0,0.0,2.0,4.0
147,-500.0,0.267902322886151,39.92489182892025,9.9293293231627,0.0,0.0,2.0,4.0
148,-500.0,-44.85212487500107,12.35053112473372,9.870687774959503,0.0,0.0,2.0,4.0
149,-500.0,-22.135353576338858,-36.871202799517576,10.008387250176094,0.0,0.0,2.0,4.0
150,-500.0,40.826588596665374,-19.03082888948109,9.89195926707215,0.0,0.0,2.0,4.0
151,-500.0,-26.04381093330276,-29.82050517475431,9.882258349475071,0.0,0.0,2.0,4.0
152,-500.0,-35.51051279087769,40.88264977168623,9.957630928308932,0.0,0.0,2.0,4.0
153,-500.0,-1.0547239722436998,26.040006728748267,9.951084382481579,0.0,0.0,2.0,4.0
154,-500.0,48.56504541106007,17.6398368910006,9.946202147117804,0.0,0.0,2.0,4.0
155,-500.0,-25.79447284884996,-19.903368036837833,10.046644459684027,0.0,0.0,2.0,4.0
156,-500.0,17.213554740587853,-31.59552279497865,10.007904780215028,0.0,0.0,2.0,4.0
157,-500.0,26.161961532871757,25.645108798891187,9.971184396948889,0.0,0.0,2.0,4.0
158,-500.0,-26.236245600760032,-2.5842054120920324,10.018301292831149,0.0,0.0,2.0,4.0
159,-500.0,22.821634861185956,-27.421044784937088,9.900847295889537,0.0,0.0,2.0,4.0
160,-500.0,-13.22168672807468,11.66219781652751,10.010527862390967,0.0,0.0,2.0,4.0
161,-500.0,13.230583059357947,-45.9666147861548,10.015060249284463,0.0,0.0,2.0,4.0
162,-500.0,13.352971076089467,-17.38297458717465,9.849695314064252,0.0,0.0,2.0,4.0
163,-500.0,3.5774684074758483,-3.144300540886533,10.099569375437037,0.0,0.0,2.0,4.0
164,-500.0,-40.97102299455917,-35.20416658905941,9.9118566294773,0.0,0.0,2.0,4.0
165,-500.0,33.5302495589238,48.46544775908396,10.009030979920643,0.0,0.0,2.0,4.0
166,-500.0,-17.921993502826417,-29.090263541038574,10.116441174053527,0.0,0.0,2.0,4.0
167,-500.0,-31.348148960014576,-36.964686995673446,10.092567675771386,0.0,0.0,2.0,4.0
168,-500.0,-45.92248584452361,-29.64651261131036,10.003433338856883,0.0,0.0,2.0,4.0
169,-500.0,9.08929431882418,26.90611331597242,9.963750099711794,0.0,0.0,2.0,4.0
170,-500.0,17.756436184228235,-7.44943407281572,10.094751190857556,0.0,0.0,2.0,4.0
171,-500.0,-48.34121710721438,6.541593975253804,10.067469497780863,0.0,0.0,2.0,4.0
172,-500.0,1.2093058299280983,-47.89908430136393,9.938163497995587,0.0,0.0,2.0,4.0
173,-500.0,-27.350422480206205,-46.556869142668546,9.92051063529983,0.0,0.0,2.0,4.0
174,-500.0,14.517279040944985,-5.417445017298384,9.7927644818304,0.0,0.0,2.0,4.0
175,-500.0,-32.563357099500855,31.665524320162348,10.015403184168358,0.0,0.0,2.0,4.0
176,-500.0,19.09377381024659,38.523887870756525,9.99173022549816,0.0,0.0,2.0,4.0
177,-500.0,-11.326465369946263,-41.329343240435975,10.113619137464255,0.0,0.0,2.0,4.0
178,-500.0,43.67299887367345,3.836310210102276,10.035905509348037,0.0,0.0,2.0,4.0
179,-500.0,-36.24790558540067,41.322968627927054,10.133422919417269,0.0,0.0,2.0,4.0
180,-500.0,-15.893364894974148,-11.202724560211365,9.930263577208382,0.0,0.0,2.0,4.0
181,-500.0,-38.65264787594109,32.95658314283686,10.113815033096762,0.0,0.0,2.0,4.0
182,-500.0,42.469361827856275,-36.63043456005638,9.947108362089535,0.0,0.0,2.0,4.0
183,-500.0,37.73393533809811,43.53944896677987,10.077759606179228,0.0,0.0,2.0,4.0
184,-500.0,-24.20583722848444,25.142331753130264,9.854124160746931,0.0,0.0,2.0,4.0
185,-500.0,15.99840460341791,44.13343927869016,10.023513529936618,0.0,0.0,2.0,4.0
186,-500.0,31.722220020121583,17.661723355250643,9.80153120585541,0.0,0.0,2.0,4.0
187,-500.0,5.52008115994623,-13.659606800057297,9.973286251405824,0.0,0.0,2.0,4.0
188,-500.0,2.9650578356006463,43.81811725247225,10.044035399387791,0.0,0.0,2.0,4.0
189,-500.0,-25.81477090995483,-22.443322369082154,9.947903144876891,0.0,0.0,2.0,4.0
190,-500.0,-40.68972321941008,-16.782747793826744,9.894956237124402,0.0,0.0,2.0,4.0
191,-500.0,39.72157579533267,20.080841800174028,10.084611846929594,0.0,0.0,2.0,4.0
192,-500.0,40.041805716333045,26.531629952538623,9.989653721015308,0.0,0.0,2.0,4.0
193,-500.0,13.310145727326791,42.94034838491538,9.951042935296933,0.0,0.0,2.0,4.0
194,-500.0,-16.09702089512993,-29.51975909437905,10.004189592115427,0.0,0.0,2.0,4.0
195,-500.0,-15.079042538733908,29.7998035219224,10.263666914194559,0.0,0.0,2.0,4.0
196,-500.0,22.595567887023932,23.85460533969635,10.115350284978154,0.0,0.0,2.0,4.0
197,-500.0,39.711025995257714,-43.62054437464021,10.116257366818784,0.0,0.0,2.0,4.0
198,-500.0,38.70864242651173,-11.277685878979305,10.043554631899237,0.0,0.0,2.0,4.0
199,-500.0,27.987554585762382,-21.72345429399014,10.016648527257715,0.0,0.0,2.0,4.0
200,-500.0,14.203164615428776,-19.55095756459696,9.760391771166958,0.0,0.0,2.0,4.0
201,-500.0,-41.58600350049512,48.29468795547008,9.932101965353686,0.0,0.0,2.0,4.0
202,-500.0,-33.837128590538626,14.277741347992787,9.951942558679752,0.0,0.0,2.0,4.0
203,-500.0,39.85541885270793,21.767615779349953,9.812510793595246,0.0,0.0,2.0,4.0
204,-500.0,10.642905965958995,47.66176373150091,9.884258420978457,0.0,0.0,2.0,4.0
205,-500.0,-49.08029483833703,-12.279821754236131,9.801916352907737,0.0,0.0,2.0,4.0
206,-500.0,-39.85284571339679,30.184016845280595,9.996167616430263,0.0,0.0,2.0,4.0
207,-500.0,16.350176910805587,-6.54690366955046,10.081876597084882,0.0,0.0,2.0,4.0
208,-500.0,-49.49384161537813,36.95336718149798,10.110677451862433,0.0,0.0,2.0,4.0
209,-500.0,-33.91919485825014,-31.93424586886968,10.041478446207924,0.0,0.0,2.0,4.0
210,-500.0,4.873378936658611,44.76861770642796,9.903660365880143,0.0,0.0,2.0,4.0
211,-500.0,19.189519769269324,-28.122829158912033,9.806793484148004,0.0,0.0,2.0,4.0
212,-500.0,15.196125950260054,-17.377949301906845,9.82431313005985,0.0,0.0,2.0,4.0
213,-500.0,-27.57306905394402,25.619223410678046,9.87310174227455,0.0,0.0,2.0,4.0
214,-500.0,21.217922134753593,-10.624485843459333,9.911114030196433,0.0,0.0,2.0,4.0
215,-500.0,-26.275091250319992,10.821137676644668,9.984025150200841,0.0,0.0,2.0,4.0
216,-500.0,-17.460030184073226,-5.542649893057153,9.898583578187303,0.0,0.0,2.0,4.0
217,-500.0,24.649140511802415,24.23699370897819,10.033897589366827,0.0,0.0,2.0,4.0
218,-500.0,14.963289904721464,-27.166874763138914,9.976772649720052,0.0,0.0,2.0,4.0
219,-500.0,34.922341049417795,-44.1542012763123,10.001054571174102,0.0,0.0,2.0,4.0
220,-500.0,15.761289230034336,-20.007060252693375,10.11402505526712,0.0,0.0,2.0,4.0
221,-500.0,6.8308603335471645,-2.56913351315697,9.881976826579963,0.0,0.0,2.0,4.0
222,-500.0,-40.63252321719075,-33.197994780732145,10.041870457829237,0.0,0.0,2.0,4.0
223,-500.0,-13.228419694056647,-14.52027103436113,9.998602677152393,0.0,0.0,2.0,4.0
224,-500.0,-23.479763231827455,-10.001698170643145,9.96665137190303,0.0,0.0,2.0,4.0
225,-500.0,-25.601035662091643,-44.26081563117265,10.088525632086595,0.0,0.0,2.0,4.0
226,-500.0,47.30105547524455,8.330724818420457,10.0879014154557,0.0,0.0,2.0,4.0
227,-500.0,-10.690227533323963,38.43434279712875,9.905350920401157,0.0,0.0,2.0,4.0
228,-500.0,39.20465551771133,-34.82570870469476,9.981783941614207,0.0,0.0,2.0,4.0
229,-500.0,13.11386259972629,9.780801340151399,10.028121168258407,0.0,0.0,2.0,4.0
230,-500.0,29.481130354164847,16.473920491084627,9.972699325197741,0.0,0.0,2.0,4.0
231,-500.0,0.26370931051921076,-8.066531958071167,10.05850213322878,0.0,0.0,2.0,4.0
232,-500.0,7.690388462635909,20.109758736426997,10.028119201791027,0.0,0.0,2.0,4.0
233,-500.0,-0.7482306181136096,-8.926845650898798,10.183256124035601,0.0,0.0,2.0,4.0
234,-500.0,-30.47570122019555,0.4637287977434923,9.846972086407021,0.0,0.0,2.0,4.0
235,-500.0,22.245211526150527,-49.2646955445573,9.98775640102526,0.0,0.0,2.0,4.0
236,-500.0,-21.92276375591442,19.17201141346888,9.909149748848781,0.0,0.0,2.0,4.0
237,-500.0,-47.56840335685462,16.134267894472444,10.060410745543905,0.0,0.0,2.0,4.0
238,-500.0,14.547229590716782,-46.15991226736554,9.838282810995446,0.0,0.0,2.0,4.0
239,-500.0,-32.28893205929511,-13.17498926048669,10.034631271022489,0.0,0.0,2.0,4.0
240,-500.0,44.045858435291436,47.903184079166735,9.936995156865166,0.0,0.0,2.0,4.0
241,-500.0,45.39285770025873,-7.926343743138318,9.926583813387898,0.0,0.0,2.0,4.0
242,-500.0,41.48643902204485,0.19454051318417243,9.855350179645932,0.0,0.0,2.0,4.0
243,-500.0,-12.984129974455563,40.99301581597186,9.9534924053799,0.0,0.0,2.0,4.0
244,-500.0,-48.45433834711326,21.726187586575634,10.108450053029092,0.0,0.0,2.0,4.0
245,-500.0,42.83185625877253,8.20701311242236,9.997481131647053,0.0,0.0,2.0,4.0
246,-500.0,-7.181585168268569,29.780468134107252,10.062768041787448,0.0,0.0,2.0,4.0
247,-500.0,46.665481904366956,36.43662664559733,10.166464182196627,0.0,0.0,2.0,4.0
248,-500.0,46.36199770892529,-4.311192826273313,10.026375558482258,0.0,0.0,2.0,4.0
249,-500.0,35.300945546736,-2.4891635068164604,9.944120042793767,0.0,0.0,2.0,4.0
250,-500.0,-20.555110793041433,-11.39490643481642,10.04672522151828,0.0,0.0,2.0,4.0
251,-500.0,-11.490227139807473,46.67061400184606,9.94557038536857,0.0,0.0,2.0,4.0
252,-500.0,35.11366715168569,19.716625429035034,9.949557731670284,0.0,0.0,2.0,4.0
253,-500.0,-18.307799484372232,-41.677693379192775,9.8480107200381,0.0,0.0,2.0,4.0
254,-500.0,-33.05072533139075,36.29596233130185,10.09262574910844,0.0,0.0,2.0,4.0
255,-500.0,5.680126245835012,-1.944005916373193,9.961399742435056,0.0,0.0,2.0,4.0
256,-500.0,43.61547741607809,-43.124609357751254,10.018209824581586,0.0,0.0,2.0,4.0
257,-500.0,19.602979667497294,4.971725516331105,9.896403807139336,0.0,0.0,2.0,4.0
258,-500.0,7.006117008936499,-8.283572102429794,10.043594762971548,0.0,0.0,2.0,4.0
259,-500.0,-40.28235062292315,37.774940486262494,9.923805876186492,0.0,0.0,2.0,4.0
260,-500.0,11.500722669916975,-29.600539639061264,9.985829127829817,0.0,0.0,2.0,4.0
261,-500.0,49.00538501042632,32.646460949218294,10.087782603123912,0.0,0.0,2.0,4.0
262,-500.0,-35.9915984763476,5.768869118545275,10.079075931223253,0.0,0.0,2.0,4.0
263,-500.0,1.8329652363736741,-44.538969678653096,9.997796992748306,0.0,0.0,2.0,4.0
264,-500.0,37.73730719279554,47.18453013254846,9.823186896729329,0.0,0.0,2.0,4.0
265,-500.0,24.07686177542044,1.2615244103199927,10.299281057006064,0.0,0.0,2.0,4.0
266,-500.0,19.701574099526795,-20.91231457684175,10.174585897027313,0.0,0.0,2.0,4.0
267,-500.0,20.24840839871092,-3.0593158010741917,10.07226748248883,0.0,0.0,2.0,4.0
268,-500.0,-14.050884878024483,35.7857783517489,9.924679621840903,0.0,0.0,2.0,4.0
269,-500.0,-20.640815573550665,-19.50968756149365,9.988640783829803,0.0,0.0,2.0,4.0
270,-500.0,30.936115547851358,-30.73236035132997,9.945657957022348,0.0,0.0,2.0,4.0
271,-500.0,31.011339467918077,-37.09287530691185,10.126385593909639,0.0,0.0,2.0,4.0
272,-500.0,36.707231858010374,-20.214060160978875,10.026250289085183,0.0,0.0,2.0,4.0
273,-500.0,41.324055255647124,28.004808704004347,9.921583614164017,0.0,0.0,2.0,4.0
274,-500.0,1.1342398860937806,-2.837363480473833,9.952924490087522,0.0,0.0,2.0,4.0
275,-500.0,0.15162946871996041,-27.251839630646003,10.112118814256991,0.0,0.0,2.0,4.0
276,-500.0,29.829517896677515,-33.381500039025084,10.160009784682048,0.0,0.0,2.0,4.0
277,-500.0,14.996393077776517,-16.72705234896209,10.152833156348624,0.0,0.0,2.0,4.0
278,-500.0,20.19668772577033,43.99243728857088,10.075703206505398,0.0,0.0,2.0,4.0
279,-500.0,29.579266943610108,-15.697328740997563,9.974737513119736,0.0,0.0,2.0,4.0
280,-500.0,39.000534181756635,48.81240759546354,9.675848617467087,0.0,0.0,2.0,4.0
281,-500.0,-16.20048431484642,-1.4769544234643845,10.029716002380821,0.0,0.0,2.0,4.0
282,-500.0,-12.441704736005597,-32.08360817098492,9.999817124115589,0.0,0.0,2.0,4.0
283,-500.0,-40.6018060159131,39.114009179350944,10.013998209632135,0.0,0.0,2.0,4.0
284,-500.0,7.828014099617398,-3.964462686517308,10.005389734703321,0.0,0.0,2.0,4.0
285,-500.0,-46.40577262032579,20.96713435045244,9.867373783805084,0.0,0.0,2.0,4.0
286,-500.0,-3.4401981867539817,48.37115832091517,10.05574085568512,0.0,0.0,2.0,4.0
287,-500.0,4.264463470757661,-44.9824649680026,10.063221631403184,0.0,0.0,2.0,4.0
288,-500.0,-21.34587478717156,-40.330544021243284,10.068233878205966,0.0,0.0,2.0,4.0
