UserID,LogDate,AppOpens,MinutesActive
10015,2023-03-25,8,30.6
10015,2023-03-12,8,4.6
10015,2023-03-01,3,28.2
10015,2023-03-04,8,27.5
10015,2023-03-29,1,31.6
10015,2023-03-30,6,31.3
10015,2023-03-27,8,9.0
10015,2023-03-16,2,20.4
10015,2023-03-08,7,20.1
10015,2023-03-26,7,36.7
10015,2023-03-05,3,40.3
10015,2023-03-09,6,35.8
10017,2023-03-06,3,19.8
10017,2023-03-02,4,12.4
10017,2023-03-04,6,9.8
10017,2023-03-18,6,33.9
10017,2023-03-24,6,21.5
10017,2023-03-20,5,35.7
10017,2023-03-31,2,42.5
10017,2023-03-29,3,41.0
10017,2023-03-27,4,21.7
10017,2023-03-05,4,44.2
10018,2023-03-31,5,22.4
10019,2023-03-03,6,22.0
10019,2023-03-22,7,7.4
10019,2023-03-31,5,32.9
10019,2023-03-05,5,35.9
10019,2023-03-18,4,41.6
10019,2023-03-10,3,15.1
10019,2023-03-17,7,42.4
10019,2023-03-28,2,4.7
10019,2023-03-30,3,5.7
10019,2023-03-06,3,28.7
10019,2023-03-07,4,2.8
10019,2023-03-15,3,24.7
10019,2023-03-25,9,9.0
10019,2023-03-14,1,21.2
10019,2023-03-20,1,8.9
10019,2023-03-09,5,41.6
10019,2023-03-04,7,35.9
10019,2023-03-01,1,42.2
10019,2023-03-26,6,39.1
10019,2023-03-11,9,35.8
10019,2023-03-27,3,32.9
10019,2023-03-08,4,12.1
10019,2023-03-24,6,36.9
10020,2023-03-19,9,10.8
10020,2023-03-21,7,35.0
10020,2023-03-16,9,12.0
10020,2023-03-20,4,20.8
10020,2023-03-07,3,19.1
10020,2023-03-09,7,7.7
10022,2023-03-28,3,14.3
10022,2023-03-13,5,26.6
10022,2023-03-09,7,4.7
10022,2023-03-20,7,19.0
10022,2023-03-16,7,9.4
10022,2023-03-01,5,24.4
10022,2023-03-25,3,11.8
10022,2023-03-24,5,41.3
10022,2023-03-21,5,24.4
10022,2023-03-22,6,23.0
10022,2023-03-12,1,10.5
10022,2023-03-04,2,16.7
10022,2023-03-17,5,42.0
10023,2023-03-06,9,28.3
10023,2023-03-02,8,37.9
10023,2023-03-05,9,4.8
10023,2023-03-27,3,21.4
10023,2023-03-04,6,22.5
10023,2023-03-03,5,15.0
10023,2023-03-14,5,7.9
10023,2023-03-30,3,20.5
10023,2023-03-17,4,42.6
10023,2023-03-31,1,4.3
10023,2023-03-18,7,33.2
10023,2023-03-11,5,12.9
10023,2023-03-28,1,14.4
10023,2023-03-08,9,17.1
10024,2023-03-03,4,22.8
10024,2023-03-31,1,42.4
10024,2023-03-20,1,15.7
10024,2023-03-06,9,26.9
10024,2023-03-21,5,4.1
10024,2023-03-26,2,18.5
10025,2023-03-03,9,19.9
10025,2023-03-02,3,15.4
10025,2023-03-28,6,37.4
10025,2023-03-31,3,37.0
10025,2023-03-27,4,33.1
10025,2023-03-07,4,2.6
10025,2023-03-04,3,23.4
10025,2023-03-14,9,31.6
10025,2023-03-01,3,16.0
10025,2023-03-21,3,32.6
10025,2023-03-23,2,9.7
10025,2023-03-29,8,17.2
10026,2023-03-18,1,5.5
10026,2023-03-12,5,28.5
10026,2023-03-20,4,34.0
10026,2023-03-03,6,37.6
10026,2023-03-14,5,19.8
10026,2023-03-23,1,23.6
10026,2023-03-22,5,42.9
10026,2023-03-13,4,20.8
10026,2023-03-02,2,3.8
10026,2023-03-24,8,18.2
10026,2023-03-06,5,21.8
10026,2023-03-19,9,34.6
10026,2023-03-10,9,41.5
10026,2023-03-04,3,14.1
10026,2023-03-31,5,6.6
10026,2023-03-29,1,41.1
10027,2023-03-04,5,23.0
10027,2023-03-03,8,31.3
10027,2023-03-02,4,12.6
10027,2023-03-12,1,40.7
10027,2023-03-26,4,20.9
10027,2023-03-25,9,43.3
10030,2023-03-04,3,33.7
10030,2023-03-18,4,5.4
10030,2023-03-02,9,2.6
10030,2023-03-07,1,5.5
10030,2023-03-24,6,26.9
10030,2023-03-27,2,21.2
10030,2023-03-29,3,29.7
10030,2023-03-31,4,6.6
10030,2023-03-08,3,42.4
10030,2023-03-09,9,44.6
10031,2023-03-15,6,9.5
10031,2023-03-14,5,28.5
10031,2023-03-24,2,34.2
10031,2023-03-07,4,11.8
10031,2023-03-11,6,38.6
10031,2023-03-17,7,27.3
10031,2023-03-05,8,5.5
10031,2023-03-31,7,43.7
10031,2023-03-19,1,37.3
10031,2023-03-21,3,16.5
10031,2023-03-27,6,9.8
10031,2023-03-16,2,35.1
10031,2023-03-04,3,16.6
10032,2023-03-01,7,11.9
10032,2023-03-12,9,44.0
10032,2023-03-22,4,7.1
10032,2023-03-11,2,9.2
10032,2023-03-15,1,12.6
10032,2023-03-24,5,28.7
10032,2023-03-31,9,11.3
10032,2023-03-16,9,9.9
10032,2023-03-27,8,7.6
10032,2023-03-28,1,37.9
10032,2023-03-02,8,17.3
10032,2023-03-13,8,16.9
10032,2023-03-08,8,11.9
10032,2023-03-06,7,21.6
10032,2023-03-18,9,28.9
10032,2023-03-07,7,4.9
10032,2023-03-14,1,10.2
10032,2023-03-05,1,30.1
10032,2023-03-29,4,27.5
10032,2023-03-30,2,28.3
10032,2023-03-03,8,44.8
10032,2023-03-10,3,41.4
10032,2023-03-20,7,21.6
10032,2023-03-04,9,15.3
10032,2023-03-25,9,30.2
10032,2023-03-19,4,21.2
10032,2023-03-17,5,17.1
10033,2023-03-31,8,27.9
10033,2023-03-21,3,18.1
10033,2023-03-15,5,14.0
10033,2023-03-24,3,16.4
10033,2023-03-07,3,37.2
10033,2023-03-10,3,24.3
10033,2023-03-19,2,5.9
10033,2023-03-09,5,20.9
10033,2023-03-11,1,30.8
10034,2023-03-29,4,13.1
10035,2023-03-28,7,36.3
10035,2023-03-25,7,40.2
10035,2023-03-30,7,15.5
10035,2023-03-20,1,31.8
10035,2023-03-13,5,3.1
10036,2023-03-11,5,16.9
10036,2023-03-29,2,33.7
10036,2023-03-09,1,14.2
10036,2023-03-25,6,4.0
10036,2023-03-07,8,23.1
10036,2023-03-21,5,14.0
10036,2023-03-06,1,35.5
10036,2023-03-14,4,18.5
10036,2023-03-15,3,37.4
10036,2023-03-24,7,34.4
10036,2023-03-13,7,40.8
10036,2023-03-12,8,31.7
10036,2023-03-30,2,22.3
10036,2023-03-04,1,35.3
10036,2023-03-27,2,26.0
10036,2023-03-31,5,40.5
10036,2023-03-28,7,3.9
10036,2023-03-16,9,8.1
10036,2023-03-17,1,32.8
10036,2023-03-02,5,44.9
10036,2023-03-26,8,27.5
10036,2023-03-19,2,17.8
10036,2023-03-03,4,12.7
10037,2023-03-12,3,24.8
10037,2023-03-08,6,11.5
10037,2023-03-03,8,9.3
10037,2023-03-20,7,39.4
10037,2023-03-01,8,6.3
10037,2023-03-09,2,20.0
10037,2023-03-05,7,4.9
10037,2023-03-14,5,8.7
10037,2023-03-02,6,16.2
10037,2023-03-21,3,42.8
10037,2023-03-18,4,38.5
10037,2023-03-30,7,32.0
10037,2023-03-16,8,21.9
10037,2023-03-13,9,29.3
10038,2023-03-03,2,33.3
10038,2023-03-18,6,38.4
10038,2023-03-30,8,30.8
10038,2023-03-07,5,2.4
10038,2023-03-23,4,36.6
10038,2023-03-01,9,38.9
10039,2023-03-20,9,25.0
10039,2023-03-24,1,28.7
10039,2023-03-10,1,25.9
10039,2023-03-14,9,33.8
10039,2023-03-06,4,29.3
10039,2023-03-30,6,37.4
10039,2023-03-09,7,22.1
10039,2023-03-22,4,30.6
10040,2023-03-06,4,44.5
10040,2023-03-26,8,17.5
10040,2023-03-04,3,7.5
10040,2023-03-13,1,38.4
10040,2023-03-12,8,31.1
10040,2023-03-19,2,30.0
10040,2023-03-14,7,2.5
10040,2023-03-23,4,22.9
10040,2023-03-28,9,42.2
10040,2023-03-27,6,24.1
10040,2023-03-07,3,39.4
10040,2023-03-17,6,28.3
10040,2023-03-24,2,6.7
10040,2023-03-03,5,35.3
10040,2023-03-01,2,12.4
10040,2023-03-21,8,14.7
10040,2023-03-18,8,44.2
10040,2023-03-25,3,14.7
10040,2023-03-02,6,25.5
10040,2023-03-20,5,6.9
10040,2023-03-05,7,26.4
10040,2023-03-29,1,43.7
10040,2023-03-09,1,36.8
10040,2023-03-10,4,25.6
10040,2023-03-16,5,19.5
10041,2023-03-01,8,39.7
10041,2023-03-15,3,19.1
10041,2023-03-16,3,7.7
10041,2023-03-12,8,19.5
10041,2023-03-19,8,44.7
10041,2023-03-08,8,15.0
10041,2023-03-17,9,17.8
10041,2023-03-02,9,11.7
10041,2023-03-29,1,15.3
10041,2023-03-22,2,10.5
10043,2023-03-03,4,36.7
10043,2023-03-10,5,20.8
10043,2023-03-21,8,34.8
10043,2023-03-27,4,38.1
10043,2023-03-07,7,40.9
10043,2023-03-23,3,18.5
10045,2023-03-18,6,7.2
10045,2023-03-15,3,44.6
10045,2023-03-30,2,14.5
10045,2023-03-07,4,36.0
10045,2023-03-14,2,38.8
10045,2023-03-08,9,20.6
10045,2023-03-04,6,33.5
10045,2023-03-23,6,27.7
10045,2023-03-26,4,18.3
10046,2023-03-02,3,37.4
10046,2023-03-23,6,34.0
10046,2023-03-06,2,10.0
10046,2023-03-16,8,7.9
10046,2023-03-12,3,17.4
10046,2023-03-19,4,11.9
10046,2023-03-14,9,16.4
10046,2023-03-15,2,24.9
10046,2023-03-10,8,2.5
10046,2023-03-27,3,31.0
10046,2023-03-01,6,19.2
10046,2023-03-30,9,32.2
10046,2023-03-11,6,33.2
10046,2023-03-08,5,41.9
10046,2023-03-17,6,34.7
10046,2023-03-13,5,15.1
10046,2023-03-28,5,6.0
10046,2023-03-07,3,26.8
10046,2023-03-29,9,11.4
10046,2023-03-24,2,19.7
10046,2023-03-25,6,2.2
10046,2023-03-22,2,33.4
10046,2023-03-03,9,40.8
10046,2023-03-21,4,13.4
10047,2023-03-25,5,35.1
10047,2023-03-30,2,9.7
10047,2023-03-29,9,19.1
10047,2023-03-19,8,17.1
10047,2023-03-10,8,4.9
10047,2023-03-14,7,13.4
10047,2023-03-04,7,38.1
10047,2023-03-08,9,7.8
10047,2023-03-28,5,41.9
10047,2023-03-23,2,25.6
10047,2023-03-20,7,33.2
10047,2023-03-06,5,19.0
10047,2023-03-09,2,13.2
10047,2023-03-01,7,23.7
10050,2023-03-01,9,35.2
10050,2023-03-08,2,19.2
10050,2023-03-09,5,44.9
10050,2023-03-07,7,20.7
10050,2023-03-18,2,21.9
10051,2023-03-26,2,4.3
10052,2023-03-27,8,36.4
10052,2023-03-06,9,5.4
10052,2023-03-21,2,10.0
10052,2023-03-20,1,34.5
10052,2023-03-28,2,36.6
10052,2023-03-07,4,21.7
10052,2023-03-15,3,26.6
10052,2023-03-31,9,36.1
10052,2023-03-02,9,42.9
10053,2023-03-23,3,34.0
10053,2023-03-26,3,14.7
10054,2023-03-29,7,33.9
10054,2023-03-26,7,6.8
10054,2023-03-23,4,26.5
10054,2023-03-05,8,2.9
10054,2023-03-02,4,22.9
10054,2023-03-11,8,14.0
10054,2023-03-21,4,14.0
10054,2023-03-09,3,43.7
10054,2023-03-31,2,39.7
10054,2023-03-27,1,39.8
10055,2023-03-20,3,37.4
10055,2023-03-12,7,29.1
10055,2023-03-16,9,19.0
10055,2023-03-21,2,7.5
10055,2023-03-14,5,23.9
10055,2023-03-25,4,36.3
10055,2023-03-29,3,19.7
10055,2023-03-17,6,19.0
10055,2023-03-05,2,4.4
10055,2023-03-10,3,26.4
10055,2023-03-26,9,35.8
10055,2023-03-19,7,10.6
10055,2023-03-15,6,26.9
10055,2023-03-09,6,29.6
10055,2023-03-22,2,13.5
10056,2023-03-16,5,5.5
10056,2023-03-20,6,27.2
10056,2023-03-10,4,16.0
10056,2023-03-08,5,41.6
10056,2023-03-26,4,41.6
10056,2023-03-25,1,43.6
10056,2023-03-07,1,12.2
10056,2023-03-21,3,43.6
10056,2023-03-14,7,33.3
10056,2023-03-22,2,35.7
10056,2023-03-28,4,19.3
10056,2023-03-02,3,34.2
10056,2023-03-24,8,39.1
10056,2023-03-29,8,24.0
10056,2023-03-03,1,24.2
10056,2023-03-18,4,30.5
10056,2023-03-17,1,41.6
10056,2023-03-05,2,8.3
10056,2023-03-30,1,34.0
10057,2023-03-22,7,16.1
10057,2023-03-31,8,16.0
10057,2023-03-30,1,30.0
10057,2023-03-25,9,41.8
10057,2023-03-02,9,19.0
10057,2023-03-06,3,38.8
10057,2023-03-11,2,37.1
10057,2023-03-12,7,19.5
10057,2023-03-05,8,9.8
10057,2023-03-14,9,42.8
10057,2023-03-08,3,20.7
10057,2023-03-24,8,17.0
10057,2023-03-19,3,32.0
10059,2023-03-23,3,41.9
10059,2023-03-13,7,14.0
10059,2023-03-19,3,40.9
10059,2023-03-10,1,29.6
10059,2023-03-29,4,5.4
10059,2023-03-31,1,20.5
10059,2023-03-25,4,18.4
10059,2023-03-06,2,45.0
10059,2023-03-22,3,37.1
10059,2023-03-02,9,35.7
10059,2023-03-01,7,25.1
10059,2023-03-05,4,36.8
10059,2023-03-07,1,10.8
10059,2023-03-30,5,33.3
10059,2023-03-18,1,17.8
10059,2023-03-11,2,17.9
10059,2023-03-20,1,15.9
10059,2023-03-14,8,9.4
10059,2023-03-08,5,19.2
10059,2023-03-12,6,43.9
10059,2023-03-21,1,18.3
10059,2023-03-17,2,38.9
10059,2023-03-27,9,29.7
10060,2023-03-24,2,9.9
10060,2023-03-13,3,21.3
10060,2023-03-14,7,27.7
10060,2023-03-05,8,30.4
10060,2023-03-25,7,13.7
10060,2023-03-04,9,14.8
10060,2023-03-01,4,38.7
10060,2023-03-31,6,36.4
10060,2023-03-08,6,30.7
10060,2023-03-23,2,16.0
10060,2023-03-02,6,31.2
10060,2023-03-19,5,13.5
10060,2023-03-21,8,14.2
10060,2023-03-29,3,42.3
10060,2023-03-12,3,12.9
10060,2023-03-07,8,19.3
10060,2023-03-03,8,5.5
10060,2023-03-11,8,6.1
10060,2023-03-27,2,41.6
10060,2023-03-06,8,20.8
10060,2023-03-30,2,5.8
10060,2023-03-28,6,42.0
10060,2023-03-15,1,24.0
10061,2023-03-25,3,3.5
10061,2023-03-02,7,33.6
10061,2023-03-07,5,10.8
10061,2023-03-24,5,11.9
10061,2023-03-12,1,10.8
10061,2023-03-11,6,17.7
10061,2023-03-21,7,19.5
10061,2023-03-16,1,31.2
10061,2023-03-23,9,43.5
10061,2023-03-13,5,19.7
10061,2023-03-18,5,8.5
10061,2023-03-01,1,43.2
10061,2023-03-19,6,17.8
10061,2023-03-30,3,37.9
10064,2023-03-20,9,24.7
10064,2023-03-29,4,40.3
10064,2023-03-10,9,43.8
10064,2023-03-31,6,2.6
10064,2023-03-07,5,13.5
10064,2023-03-24,2,31.9
10064,2023-03-09,2,12.0
10064,2023-03-17,4,20.4
10064,2023-03-27,5,29.7
10064,2023-03-14,4,39.5
10064,2023-03-12,7,26.6
10064,2023-03-03,5,16.3
10064,2023-03-26,5,34.7
10064,2023-03-28,9,4.2
10064,2023-03-06,2,33.6
10064,2023-03-25,4,10.6
10064,2023-03-30,5,28.9
10064,2023-03-02,1,31.9
10065,2023-03-12,5,23.9
10065,2023-03-10,3,13.1
10065,2023-03-11,5,16.1
10065,2023-03-08,4,7.0
10065,2023-03-02,9,10.5
10065,2023-03-04,3,40.5
10065,2023-03-09,8,27.0
10065,2023-03-16,9,34.6
10065,2023-03-14,3,7.5
10065,2023-03-29,9,36.2
10065,2023-03-19,4,42.9
10066,2023-03-01,7,44.8
10066,2023-03-29,8,18.8
10066,2023-03-25,6,31.5
10066,2023-03-02,2,5.9
10066,2023-03-30,3,10.5
10066,2023-03-26,8,17.8
10066,2023-03-09,6,12.2
10066,2023-03-23,3,26.0
10066,2023-03-21,5,12.3
10066,2023-03-08,2,34.8
10066,2023-03-22,3,12.1
10066,2023-03-16,9,30.0
10066,2023-03-14,3,21.5
10066,2023-03-19,6,21.4
10066,2023-03-15,4,20.5
10066,2023-03-11,3,10.9
10066,2023-03-20,2,23.0
10066,2023-03-04,4,16.0
10066,2023-03-28,5,35.1
10066,2023-03-10,1,40.1
10066,2023-03-17,8,15.1
10066,2023-03-05,2,25.0
10066,2023-03-12,9,36.8
10066,2023-03-31,5,8.3
10067,2023-03-20,6,27.2
10067,2023-03-01,4,11.7
10067,2023-03-21,3,17.0
10067,2023-03-24,3,37.6
10067,2023-03-18,4,10.4
10068,2023-03-05,4,38.0
10068,2023-03-29,8,38.6
10068,2023-03-04,3,18.6
10068,2023-03-14,4,33.2
10068,2023-03-25,8,10.4
10068,2023-03-13,7,33.2
10068,2023-03-08,7,21.3
10068,2023-03-30,7,13.8
10068,2023-03-16,3,39.4
10068,2023-03-03,5,16.7
10068,2023-03-20,9,33.2
10068,2023-03-11,7,20.5
10068,2023-03-09,3,10.9
10071,2023-03-20,6,32.6
10071,2023-03-16,6,2.9
10071,2023-03-02,9,37.8
10071,2023-03-25,2,20.7
10071,2023-03-07,2,12.5
10071,2023-03-26,2,37.7
10071,2023-03-01,7,18.4
10071,2023-03-05,7,5.4
10071,2023-03-06,2,15.3
10071,2023-03-18,8,22.7
10071,2023-03-10,7,14.1
10071,2023-03-12,6,5.1
10071,2023-03-27,1,3.9
10071,2023-03-11,6,3.7
10071,2023-03-31,5,29.2
10071,2023-03-29,3,25.8
10071,2023-03-24,7,32.0
10071,2023-03-28,1,34.3
10071,2023-03-17,8,15.2
10071,2023-03-03,1,21.2
10071,2023-03-14,5,28.2
10072,2023-03-29,4,17.0
10072,2023-03-12,9,7.8
10072,2023-03-14,1,17.3
10072,2023-03-13,4,28.4
10072,2023-03-07,6,40.7
10072,2023-03-03,5,19.6
10072,2023-03-19,6,43.4
10072,2023-03-20,3,6.8
10072,2023-03-06,9,20.4
10072,2023-03-17,9,39.7
10072,2023-03-24,5,29.3
10072,2023-03-26,2,30.2
10072,2023-03-10,2,43.9
10072,2023-03-30,8,41.0
10072,2023-03-15,7,28.4
10072,2023-03-02,8,25.0
10072,2023-03-08,1,32.5
10072,2023-03-18,4,2.5
10072,2023-03-16,3,11.4
10072,2023-03-04,9,36.5
10072,2023-03-21,8,13.0
10072,2023-03-23,4,10.8
10073,2023-03-13,6,44.9
10073,2023-03-07,2,18.1
10073,2023-03-11,1,31.7
10073,2023-03-05,4,20.9
10073,2023-03-15,6,15.4
10073,2023-03-02,3,4.5
10073,2023-03-20,5,11.0
10073,2023-03-31,1,25.3
10073,2023-03-18,1,18.4
10073,2023-03-14,8,33.8
10073,2023-03-23,4,27.5
10073,2023-03-16,5,33.5
10073,2023-03-12,8,7.9
10074,2023-03-19,3,20.4
10074,2023-03-31,7,32.8
10074,2023-03-14,3,40.3
10075,2023-03-04,4,13.3
10075,2023-03-28,9,17.1
10075,2023-03-08,6,26.0
10077,2023-03-09,2,11.7
10077,2023-03-21,5,32.6
10077,2023-03-23,3,7.5
10077,2023-03-15,8,27.2
10077,2023-03-18,9,28.1
10077,2023-03-01,5,27.5
10077,2023-03-02,8,8.7
10077,2023-03-17,3,26.9
10077,2023-03-04,2,36.4
10077,2023-03-20,1,16.5
10077,2023-03-12,9,36.6
10077,2023-03-03,5,35.5
10077,2023-03-07,5,43.0
10077,2023-03-14,8,40.5
10077,2023-03-30,1,35.4
10077,2023-03-16,3,28.2
10077,2023-03-10,9,38.0
10077,2023-03-22,9,22.2
10077,2023-03-31,4,19.6
10077,2023-03-13,7,24.3
10077,2023-03-27,3,29.5
10078,2023-03-12,8,22.3
10078,2023-03-19,6,26.1
10078,2023-03-22,8,25.4
10078,2023-03-20,3,28.7
10078,2023-03-14,5,12.7
10078,2023-03-18,9,14.9
10078,2023-03-26,3,21.4
10078,2023-03-03,2,42.0
10078,2023-03-21,5,10.4
10078,2023-03-13,3,15.2
10078,2023-03-01,7,23.0
10078,2023-03-28,6,40.2
10078,2023-03-16,6,16.8
10078,2023-03-31,2,19.2
10078,2023-03-07,4,10.3
10078,2023-03-02,2,33.6
10078,2023-03-15,6,13.9
10078,2023-03-24,3,42.9
10079,2023-03-27,7,40.8
10079,2023-03-21,2,44.5
10079,2023-03-01,7,25.3
10079,2023-03-06,8,38.6
10079,2023-03-30,2,20.9
10079,2023-03-26,1,8.4
10079,2023-03-13,6,34.2
10079,2023-03-31,1,22.9
10079,2023-03-05,9,2.2
10079,2023-03-28,8,8.4
10079,2023-03-11,9,4.0
10079,2023-03-02,1,26.0
10079,2023-03-15,3,19.9
10079,2023-03-25,2,28.6
10079,2023-03-24,8,4.6
10079,2023-03-10,5,25.7
10080,2023-03-14,9,8.6
10080,2023-03-19,1,36.0
10080,2023-03-22,7,32.2
10080,2023-03-26,7,30.8
10080,2023-03-05,2,15.6
10080,2023-03-03,5,42.8
10080,2023-03-29,4,29.9
10080,2023-03-07,6,42.4
10080,2023-03-21,5,44.1
10080,2023-03-24,4,29.2
10080,2023-03-20,5,3.9
10080,2023-03-08,5,14.3
10080,2023-03-15,8,4.2
10082,2023-03-31,8,3.7
10082,2023-03-28,6,32.7
10082,2023-03-01,5,31.9
10082,2023-03-02,7,38.1
10082,2023-03-13,5,14.8
10082,2023-03-30,1,32.7
10082,2023-03-25,5,32.8
10082,2023-03-23,4,33.1
10082,2023-03-07,4,16.0
10082,2023-03-18,2,11.9
10082,2023-03-24,9,35.8
10082,2023-03-17,9,3.2
10082,2023-03-03,9,29.6
10082,2023-03-09,2,8.3
10082,2023-03-05,6,42.7
10082,2023-03-12,7,33.0
10082,2023-03-10,6,6.5
10082,2023-03-08,3,2.2
10082,2023-03-20,9,27.3
10082,2023-03-19,6,8.3
10082,2023-03-11,8,42.4
10082,2023-03-04,8,37.2
10087,2023-03-28,1,28.4
10087,2023-03-05,4,41.1
10087,2023-03-20,8,24.9
10087,2023-03-24,1,44.1
10087,2023-03-12,6,22.1
10087,2023-03-14,9,7.8
10087,2023-03-26,1,19.3
10087,2023-03-27,6,3.3
10087,2023-03-13,4,40.9
10087,2023-03-07,5,6.0
10087,2023-03-02,2,20.9
10087,2023-03-21,9,32.2
10088,2023-03-08,5,26.4
10088,2023-03-14,9,39.7
10088,2023-03-31,3,18.3
10088,2023-03-28,8,40.9
10089,2023-03-21,7,5.1
10089,2023-03-14,3,16.6
10089,2023-03-03,7,30.7
10089,2023-03-31,2,43.7
10089,2023-03-24,8,23.1
10089,2023-03-04,4,8.1
10089,2023-03-01,3,30.1
10089,2023-03-27,2,12.3
10089,2023-03-13,1,29.5
10089,2023-03-08,2,34.4
10089,2023-03-05,4,29.1
10089,2023-03-07,8,17.3
10093,2023-03-28,6,19.3
10093,2023-03-11,7,42.2
10093,2023-03-13,4,31.5
10093,2023-03-12,3,35.1
10093,2023-03-08,8,35.0
10093,2023-03-25,8,23.3
10093,2023-03-31,3,34.6
10093,2023-03-20,6,20.3
10093,2023-03-05,6,22.6
10093,2023-03-09,2,40.2
10094,2023-03-01,5,36.0
10094,2023-03-06,4,34.1
10094,2023-03-25,5,4.8
10094,2023-03-27,9,23.2
10094,2023-03-31,8,39.8
10094,2023-03-02,6,16.6
10094,2023-03-04,2,6.9
10094,2023-03-29,6,42.9
