Date,Government_Spending,Tax_Revenue,Sovereign_Debt_Outstanding,Sovereign_Yield_10Y,Output_Growth_Pct,Private_Capital_Formation
2009-03-31,1278.6925318887616,1083.3584693614316,6379.778338868813,0.05805781770526282,2.8969040728161177,2292.649686414794
2009-06-30,1292.6563752435663,1134.9382800046862,6537.496434107693,0.046715766698939655,-0.5610866485091145,2295.4737234220083
2009-09-30,1307.4914015663103,1097.9134730170938,6747.074362656909,0.04356615038309385,-2.11406698005432,2261.3855114415046
2009-12-31,1315.6568704490267,1100.1868423967223,6962.544390709214,0.030412134537221518,-1.6472905750945195,2308.445707696705
2010-03-31,1317.1057725478688,1142.7203534624762,7136.929809794607,0.04100950119161206,2.3739904760561434,2392.9950308712528
2010-06-30,1314.6774004574027,1159.2153670439889,7292.391843208021,0.04536474102966293,2.210987458050604,2385.8723461108752
2010-09-30,1317.132152124102,1115.4893558179597,7494.034639514163,0.054354410274052405,1.3822383937229639,2218.033322546669
2010-12-31,1331.5856728638844,1130.293134162405,7695.327178215643,0.04500637776927468,-1.62754429252626,2209.0078580710283
2011-03-31,1337.3453635222027,1145.048241951531,7887.624299786314,0.0447325425467043,0.8612072524926813,2298.04902132104
2011-06-30,1349.38878003188,1172.1072546371167,8064.905825181077,0.045240099354630955,0.5104248934652729,2292.1030379798926
2011-09-30,1356.8161328067301,1146.794521017678,8274.927436970129,0.04704888499985219,0.7377907904694284,2247.4770859116566
2011-12-31,1356.6695016205401,1161.5785087696781,8470.018429820992,0.052684092651748844,2.2019769427192943,2237.3135205548415
2012-03-31,1360.8453035937832,1177.1445919233443,8653.71914149143,0.054705886194147776,0.37046676484182434,2131.9701038778694
2012-06-30,1357.8544935993214,1173.9252079814255,8837.648427109327,0.059943363513062814,1.4156566654673293,2167.9425963160857
2012-09-30,1366.5031027620298,1169.4703873821654,9034.681142489191,0.05878742250746703,-0.1453517526117826,2137.226626116649
2012-12-31,1374.199518721927,1178.9911012981106,9229.889559913008,0.06099778412007578,0.4556777140424662,2150.482022128423
2013-03-31,1385.777017958561,1176.7344778571508,9438.93210001442,0.059174425357978386,1.2135563586224363,2272.537154845093
2013-06-30,1412.3172957588922,1198.5190349886243,9652.730360784688,0.04128144932983216,-3.5438293178403093,2187.345725259402
2013-09-30,1427.6491351338414,1208.491828440234,9871.887667478295,0.04244718682997299,-0.3328822363643961,2234.6576202486694
2013-12-31,1437.9476898103424,1219.7916988143563,10090.043658474282,0.031081254923212263,-0.5392047800442675,2357.492192709921
2014-03-31,1446.415471082119,1213.3733025240674,10323.085827032333,0.02512853796227322,-0.7523624128340998,2367.1937304973253
2014-06-30,1451.1878442597279,1229.245936440174,10545.027734851887,0.027770013638879418,0.30470371630753385,2393.9603120293023
2014-09-30,1439.1050333627352,1239.2152000321064,10744.917568182515,0.04987495865817865,4.429816847208122,2409.6168816815234
2014-12-31,1465.1374731178955,1243.4404872818404,10966.61455401857,0.03662668244361006,-1.6798136454044381,2279.7783249508857
2015-03-31,1459.3160515749948,1249.2769037999462,11176.653701793619,0.05306173833891936,2.815218665381703,2302.7716621374325
2015-06-30,1488.5420722946906,1256.2381575580314,11408.957616530279,0.031248997774617357,-3.4944586455226454,2263.0889745151662
2015-09-30,1494.1056085679377,1259.3901159479778,11643.673109150239,0.030155271142632625,0.17487017834349175,2340.862435649011
2015-12-31,1501.8192205567145,1260.4971210690032,11884.99520863795,0.03424672486960156,1.3519314520997876,2397.4486887446596
2016-03-31,1503.8339341071649,1280.6863273806582,12108.142815364457,0.04855050942555638,2.12038443580667,2411.605137171448
2016-06-30,1503.786765974739,1281.6173573804897,12330.312223958706,0.04981463173249772,2.0534500071539137,2316.3360532843085
2016-09-30,1504.7176037518557,1314.218918073841,12520.81090963672,0.05263811971372084,1.9015879431606135,2331.4401276047342
2016-12-31,1515.8561641075817,1312.842764588789,12723.824309155514,0.05703094151510997,-0.8040111314892036,2143.3106996131696
2017-03-31,1531.4980432503753,1307.2021893916465,12948.120163014242,0.04434077190338092,-0.8317576618465815,2254.5011025873227
2017-06-30,1529.278056666024,1298.2483977783231,13179.149821901943,0.05603039312995998,2.2172136158957754,2266.4731843573873
2017-09-30,1535.9803924886926,1296.8693249779374,13418.260889412699,0.05575446682387274,-0.348148444847823,2161.951295686294
2017-12-31,1552.6683644557222,1327.6569764393334,13643.272277429087,0.031355276944500396,-2.494597482185948,2237.7696397434192
2018-03-31,1571.2504972899987,1324.3976396824576,13890.125135036627,0.021320031368069748,-1.7150693207236716,2386.5575394740445
2018-06-30,1591.5397735896001,1339.4739256568848,14142.190982969343,0.013719664988969902,-0.884530720037167,2431.9174821597376
2018-09-30,1590.9113969879868,1319.6577273058494,14413.44465265148,0.027134791548450596,2.483963894064797,2519.143102420183
2018-12-31,1594.3841524575357,1357.916016058164,14649.912789050852,0.03577787380737346,1.2963421619043605,2421.50467807648
2019-03-31,1594.7236540306442,1359.5714170634214,14885.065026018074,0.04644004043581033,2.2936104821648726,2356.2727152713205
2019-06-30,1611.9059225535673,1352.2315237914834,15144.739424780157,0.041447008594796914,-0.4201008193389949,2262.324697091014
2019-09-30,1618.1713036608887,1367.313687374788,15395.597041066258,0.03967805545898072,0.9545574924536613,2356.4856790315957
2019-12-31,1617.7151256121776,1381.1988154753622,15632.113351203074,0.045095641778871,1.8171339951457568,2323.664489520173
2020-03-31,1633.9034251064845,1389.413349450266,15876.603426859292,0.04813208863319842,-0.37066035620444343,2256.9270703941147
2020-06-30,1639.0430117038898,1393.306693573296,16122.339744989886,0.05209511075439053,1.3337290556696568,2198.5366186213278
2020-09-30,1660.6211873498323,1407.9642165428313,16374.996715796886,0.04661949655386778,-1.1084140772907547,2194.2709548702087
2020-12-31,1672.4622285296305,1413.7607494792403,16633.698194847275,0.04406911673976581,-0.23754184825402194,2190.3015306922557
2021-03-31,1678.2998376904272,1421.3888077194863,16890.609224818218,0.03952684814044956,-0.16186247231405293,2244.7470109961137
2021-06-30,1691.2113163452489,1439.8834257453298,17141.937115418135,0.029772269754033333,-1.7297219979439018,2355.254274970481
2021-09-30,1697.5018814809066,1403.423118418159,17436.015878480885,0.03804527113775175,2.139311307415439,2431.5643931324885
2021-12-31,1715.143512367444,1444.1786283860517,17706.980762462277,0.03610584272461905,-0.16386774289384765,2297.469661684636
2022-03-31,1719.858984687801,1455.200292750151,17971.639454399927,0.035633621651355744,0.9225941104589916,2317.0639810717603
2022-06-30,1719.5392203237343,1461.7918839240883,18229.386790799574,0.04526422952689859,1.769482914805194,2227.5390858160104
2022-09-30,1728.1617999562543,1465.2847317887888,18492.26385896704,0.05266514207577051,1.4273098573242426,2243.081485947049
2022-12-31,1725.2620559187637,1451.3795119904876,18766.146402895316,0.06225690936080426,1.6523158827133029,2283.880340531159
2023-03-31,1732.0151735041231,1480.2706486034094,19017.89092779603,0.05619669320252545,-0.07485701379340025,2190.7514699305507
2023-06-30,1747.7488700003964,1506.308235936629,19259.3315618598,0.05326775384287682,-0.6215893911273124,2156.043240521599
2023-09-30,1754.9661677379443,1472.6718250013914,19541.625904596352,0.05029624602938694,0.22341868110643728,2247.992709356366
2023-12-31,1779.6743314493492,1509.0631162368297,19812.237119808873,0.03189852078075837,-2.8690080414685952,2191.367230130763
2024-03-31,1798.3358342060956,1501.5649352575354,20109.008018757435,0.022169647442313395,-1.8722074520294267,2348.4330284070547
2024-06-30,1815.7205287682966,1513.1208190693303,20411.6077284564,0.004904564663487263,-1.2399316607458541,2517.100210149562
2024-09-30,1832.6841333869668,1512.9740512779667,20731.3178105654,0.0035738108468474105,-0.28640296517783964,2558.726777227794
2024-12-31,1829.8098777535254,1528.141518258557,21032.98617006037,0.016107545109527985,2.7251962885581777,2615.87947748002
2025-03-31,1844.224157633408,1556.936845595695,21320.27348209808,0.009497658565232072,-0.3812145947474472,2525.581559889123
2025-06-30,1841.8978944756327,1548.0513094819723,21614.120067091742,0.017190569189951217,0.8222925512220054,2527.353843758026
2025-09-30,1831.1861410516635,1567.555699285664,21877.75050885774,0.04280504157648715,4.100219133220328,2418.877923627083
2025-12-31,1837.1843012096433,1564.8984738314389,22150.036336235946,0.038410667468030006,0.11037011767680437,2347.758337991216
