timestamp,order_id,event_type,side,price,size
2025-01-01 09:30:00.632,605b5551,1,Bid,150.0,47
2025-01-01 09:30:00.641,2c3cdcb4,1,Bid,150.0,465
2025-01-01 09:30:00.653,405612da,1,Bid,149.99,197
2025-01-01 09:30:00.660,4137d9cc,1,Ask,150.02,497
2025-01-01 09:30:00.678,389d517b,1,Ask,150.02,101
2025-01-01 09:30:00.680,5fc3a326,1,Bid,150.0,159
2025-01-01 09:30:00.711,9e4c0242,2,Ask,150.03,28
2025-01-01 09:30:00.707,0ed99816,3,Bid,150.0,229
2025-01-01 09:30:00.711,a3772c4d,1,Ask,150.04,35
2025-01-01 09:30:00.720,e757e9aa,2,Ask,150.04,58
2025-01-01 09:30:00.738,8223e16e,3,Ask,150.04,64
2025-01-01 09:30:00.746,e9708447,1,Ask,150.06,133
2025-01-01 09:30:00.756,3c6432e0,1,Ask,150.07,36
2025-01-01 09:30:00.767,bcd526eb,1,Bid,150.04,1159
2025-01-01 09:30:00.770,a7177449,1,Bid,150.02,31
2025-01-01 09:30:00.782,e76cdf7b,1,Bid,150.03,13
2025-01-01 09:30:00.790,f2799acd,1,Ask,150.05,91
2025-01-01 09:30:00.809,cf14341a,1,Ask,150.07,143
2025-01-01 09:30:00.814,ff3f3ca5,1,Bid,150.02,386
2025-01-01 09:30:00.822,a4f13af6,1,Bid,150.02,276
2025-01-01 09:30:00.830,67da0048,1,Bid,150.02,247
2025-01-01 09:30:00.841,df5e8469,1,Bid,150.01,216
2025-01-01 09:30:00.851,fd8059ee,1,Ask,150.05,210
2025-01-01 09:30:00.866,d4cda278,1,Ask,150.03,111
2025-01-01 09:30:00.875,a520ab6d,1,Ask,150.03,32
2025-01-01 09:30:00.890,d4c4d817,1,Ask,150.01,32
2025-01-01 09:30:00.893,75bedf89,1,Ask,150.01,74
2025-01-01 09:30:00.900,d980e21f,2,Ask,150.01,89
2025-01-01 09:30:00.916,0b73b47a,2,Ask,150.01,311
2025-01-01 09:30:00.927,9f78f0ab,2,Ask,150.01,116
2025-01-01 09:30:00.934,11015929,2,Bid,149.97,66
2025-01-01 09:30:00.947,1817154b,1,Ask,149.99,1239
2025-01-01 09:30:00.953,5ab78400,2,Bid,149.97,218
2025-01-01 09:30:00.963,ce47c2bb,1,Ask,149.98,50
2025-01-01 09:30:00.972,5feaba66,1,Bid,149.96,67
2025-01-01 09:30:00.980,87038efa,1,Ask,149.98,8
2025-01-01 09:30:00.990,f853cb5a,1,Bid,149.95,643
2025-01-01 09:30:01.000,34eba81e,1,Bid,149.95,290
2025-01-01 09:30:01.015,1168b3df,1,Ask,149.98,251
2025-01-01 09:30:01.021,628ac4df,1,Bid,149.95,59
2025-01-01 09:30:01.033,be921a27,1,Bid,149.95,547
2025-01-01 09:30:01.051,3cd76ed3,2,Ask,149.98,131
2025-01-01 09:30:01.051,ea1fef8b,1,Bid,149.95,14
2025-01-01 09:30:01.062,0bdf924a,2,Bid,149.94,85
2025-01-01 09:30:01.077,73b4a74c,1,Bid,149.96,53
2025-01-01 09:30:01.081,2bcd7ab3,1,Bid,149.97,54
2025-01-01 09:30:01.090,03be9db7,3,Bid,149.95,16
2025-01-01 09:30:01.101,16ae4186,1,Bid,149.96,135
2025-01-01 09:30:01.110,2dd3abfc,1,Bid,149.96,28
2025-01-01 09:30:01.133,59b7d982,3,Bid,149.97,307
2025-01-01 09:30:01.138,81a59014,1,Bid,149.99,35
2025-01-01 09:30:01.145,6281651b,1,Bid,149.96,38
2025-01-01 09:30:01.160,70e34773,3,Ask,149.97,30
2025-01-01 09:30:01.168,67b2fe70,1,Ask,149.96,265
2025-01-01 09:30:01.171,b7dc51e7,1,Ask,149.97,98
2025-01-01 09:30:01.191,7c27d3c1,2,Bid,149.95,89
2025-01-01 09:30:01.193,e854f552,1,Ask,149.96,86
2025-01-01 09:30:01.208,a52ae5df,1,Bid,149.94,270
2025-01-01 09:30:01.221,386bbc6c,2,Ask,149.97,450
2025-01-01 09:30:01.221,16365278,1,Ask,149.94,74
2025-01-01 09:30:01.230,fee66912,1,Ask,149.94,20
2025-01-01 09:30:01.241,fe49ef22,1,Bid,149.91,187
2025-01-01 09:30:01.252,dc21af15,3,Ask,149.93,162
2025-01-01 09:30:01.268,0d7226fe,1,Bid,149.9,33
2025-01-01 09:30:01.279,9f0ea2fe,1,Bid,149.9,6
2025-01-01 09:30:01.280,563b7110,1,Bid,149.91,42
2025-01-01 09:30:01.293,1d0060c9,1,Ask,149.96,714
2025-01-01 09:30:01.302,d38d70cf,1,Ask,149.95,25
2025-01-01 09:30:01.311,6a1e39ca,1,Bid,149.93,122
2025-01-01 09:30:01.320,e98ea57c,2,Ask,149.95,407
2025-01-01 09:30:01.332,dba93d9a,2,Bid,149.91,33
2025-01-01 09:30:01.354,c19b9e81,1,Ask,149.93,83
2025-01-01 09:30:01.351,b6cb131f,1,Bid,149.9,113
2025-01-01 09:30:01.363,ef116451,1,Ask,149.92,245
2025-01-01 09:30:01.376,b963f7bb,1,Ask,149.91,46
2025-01-01 09:30:01.382,9435ae24,1,Ask,149.9,23
2025-01-01 09:30:01.407,a46da6b9,1,Bid,149.89,346
2025-01-01 09:30:01.416,641e8a7e,1,Bid,149.9,96
2025-01-01 09:30:01.411,0618ce3f,1,Bid,149.9,27
2025-01-01 09:30:01.423,69e4f669,1,Bid,149.92,210
2025-01-01 09:30:01.431,db820099,1,Bid,149.94,170
2025-01-01 09:30:01.441,6e93a9c4,1,Bid,149.94,618
2025-01-01 09:30:01.450,c795c6f8,1,Ask,149.96,29
2025-01-01 09:30:01.464,6e809c4c,1,Bid,149.93,50
2025-01-01 09:30:01.473,7d36b512,1,Ask,149.98,143
2025-01-01 09:30:01.480,8f9877a6,1,Bid,149.94,436
2025-01-01 09:30:01.491,a9fd45e8,1,Bid,149.92,471
2025-01-01 09:30:01.511,31da6bd7,1,Bid,149.92,263
2025-01-01 09:30:01.511,49790d4a,1,Bid,149.92,49
2025-01-01 09:30:01.520,8797caa1,1,Ask,149.96,49
2025-01-01 09:30:01.533,b236513e,3,Bid,149.92,136
2025-01-01 09:30:01.561,e09ff287,1,Bid,149.93,12
2025-01-01 09:30:01.551,c68ed4c8,2,Ask,149.95,504
2025-01-01 09:30:01.565,de5ce3e9,2,Ask,149.93,199
2025-01-01 09:30:01.577,4e61f52e,2,Ask,149.94,595
2025-01-01 09:30:01.581,4d003e6f,1,Bid,149.92,37
2025-01-01 09:30:01.596,688a5d0f,1,Ask,149.95,42
2025-01-01 09:30:01.602,dfa00072,2,Ask,149.93,493
2025-01-01 09:30:01.615,b21aae24,1,Bid,149.9,77
2025-01-01 09:30:01.625,42329901,1,Bid,149.89,205
2025-01-01 09:30:01.633,766e50f2,1,Bid,149.89,11
2025-01-01 09:30:01.640,2f0326f0,1,Bid,149.92,62
2025-01-01 09:30:01.659,e3b63229,1,Ask,149.95,89
2025-01-01 09:30:01.661,6ea9811c,3,Ask,149.97,173
2025-01-01 09:30:01.671,181c8218,2,Ask,149.95,139
2025-01-01 09:30:01.680,bbf45661,1,Bid,149.92,131
2025-01-01 09:30:01.694,8ffbbc77,3,Bid,149.92,140
2025-01-01 09:30:01.705,3b7375a0,1,Bid,149.93,134
2025-01-01 09:30:01.710,77272879,1,Bid,149.94,53
2025-01-01 09:30:01.723,adba4ca7,1,Bid,149.93,63
2025-01-01 09:30:01.731,3e38c0ad,1,Bid,149.94,322
2025-01-01 09:30:01.745,b2a03d32,2,Ask,149.97,92
2025-01-01 09:30:01.750,e73c787e,2,Bid,149.96,47
2025-01-01 09:30:01.765,a50ca41d,1,Ask,149.98,285
2025-01-01 09:30:01.772,0630e65a,3,Bid,149.94,66
2025-01-01 09:30:01.793,66b44125,1,Bid,149.93,219
2025-01-01 09:30:01.790,026f2579,1,Bid,149.94,49
2025-01-01 09:30:01.802,221a5188,1,Bid,149.95,19
2025-01-01 09:30:01.810,e101fd8d,2,Bid,149.93,69
2025-01-01 09:30:01.832,e3a9f223,3,Bid,149.94,43
2025-01-01 09:30:01.840,55992a19,1,Ask,149.98,77
2025-01-01 09:30:01.841,327726fa,1,Ask,149.97,71
2025-01-01 09:30:01.855,b46b54f1,1,Bid,149.92,136
2025-01-01 09:30:01.868,11a915e7,3,Bid,149.92,80
2025-01-01 09:30:01.874,6314617c,3,Bid,149.93,102
2025-01-01 09:30:01.883,b8571a21,1,Ask,149.98,18
2025-01-01 09:30:01.891,8fa92425,1,Bid,149.95,577
2025-01-01 09:30:01.900,1a801591,1,Ask,149.98,498
2025-01-01 09:30:01.921,9c425e86,1,Bid,149.96,209
2025-01-01 09:30:01.931,24f71467,1,Ask,150.0,158
2025-01-01 09:30:01.935,db7e7415,3,Ask,150.0,115
2025-01-01 09:30:01.942,0ec71a31,1,Ask,150.01,17
2025-01-01 09:30:01.952,cad0b6e3,2,Ask,150.0,785
2025-01-01 09:30:01.966,758987e7,1,Bid,149.98,35
2025-01-01 09:30:01.981,9c6fe162,2,Bid,149.96,57
2025-01-01 09:30:01.990,d7bfb568,1,Bid,149.98,203
2025-01-01 09:30:01.997,621c68d5,1,Ask,150.0,770
2025-01-01 09:30:02.005,b189fbe4,1,Bid,149.96,208
2025-01-01 09:30:02.010,7d41dcb3,2,Ask,149.96,120
2025-01-01 09:30:02.020,aeb7a792,1,Ask,149.96,69
2025-01-01 09:30:02.041,316c264b,2,Ask,149.95,224
2025-01-01 09:30:02.044,d71d7914,2,Bid,149.91,78
2025-01-01 09:30:02.050,fbf88ca0,1,Ask,149.96,41
2025-01-01 09:30:02.060,e3487b6e,2,Bid,149.92,20
2025-01-01 09:30:02.075,80143617,1,Ask,149.94,186
2025-01-01 09:30:02.080,7c4f3db3,3,Bid,149.91,263
2025-01-01 09:30:02.090,1d7da28f,1,Ask,149.93,51
2025-01-01 09:30:02.103,0995898a,2,Bid,149.9,247
2025-01-01 09:30:02.115,483c48b7,2,Ask,149.95,294
2025-01-01 09:30:02.125,6881763f,1,Ask,149.97,10
2025-01-01 09:30:02.131,bef1c931,1,Ask,149.95,18
2025-01-01 09:30:02.146,4530c883,1,Ask,149.94,99
2025-01-01 09:30:02.151,b5141eea,2,Ask,149.94,71
2025-01-01 09:30:02.161,95d7bee4,3,Bid,149.91,104
2025-01-01 09:30:02.176,fce89ee4,1,Bid,149.92,67
2025-01-01 09:30:02.185,1499507d,1,Ask,149.93,102
2025-01-01 09:30:02.199,b9c47277,1,Ask,149.91,83
2025-01-01 09:30:02.205,61926b9c,1,Bid,149.87,115
2025-01-01 09:30:02.214,6d219e74,1,Ask,149.91,89
2025-01-01 09:30:02.220,c6b63746,1,Bid,149.88,76
2025-01-01 09:30:02.232,a6118d97,2,Ask,149.91,657
2025-01-01 09:30:02.241,dab91221,1,Ask,149.92,22
2025-01-01 09:30:02.251,57086ff9,2,Ask,149.93,984
2025-01-01 09:30:02.278,62a6a629,1,Ask,149.94,41
2025-01-01 09:30:02.272,eee9c2d3,2,Bid,149.92,68
2025-01-01 09:30:02.291,7c7af22c,1,Bid,149.92,67
2025-01-01 09:30:02.294,f3036d10,2,Ask,149.92,433
2025-01-01 09:30:02.307,af063d8d,2,Bid,149.86,162
2025-01-01 09:30:02.313,052f0064,1,Bid,149.86,202
2025-01-01 09:30:02.324,32aa6195,3,Ask,149.9,444
2025-01-01 09:30:02.333,c66d65f6,1,Bid,149.86,39
2025-01-01 09:30:02.341,6bda819d,1,Ask,149.89,123
2025-01-01 09:30:02.356,6db0d5fb,1,Bid,149.87,720
2025-01-01 09:30:02.361,a7d9b005,2,Ask,149.9,37
2025-01-01 09:30:02.370,622e5734,1,Ask,149.89,299
2025-01-01 09:30:02.385,7d16e83d,1,Ask,149.89,62
2025-01-01 09:30:02.390,828da7a6,1,Ask,149.87,90
2025-01-01 09:30:02.414,9eef6caa,2,Bid,149.84,185
2025-01-01 09:30:02.425,bce1a35d,1,Bid,149.86,45
2025-01-01 09:30:02.432,a1762994,1,Bid,149.85,179
2025-01-01 09:30:02.432,12344d12,3,Bid,149.84,164
2025-01-01 09:30:02.440,9fcf0f53,2,Ask,149.87,180
2025-01-01 09:30:02.463,e96c5580,2,Bid,149.84,93
2025-01-01 09:30:02.462,1fbdf200,1,Bid,149.85,39
2025-01-01 09:30:02.487,e8773b26,2,Bid,149.84,121
2025-01-01 09:30:02.496,05bdf964,1,Bid,149.84,130
2025-01-01 09:30:02.499,1e7278a4,2,Ask,149.87,414
2025-01-01 09:30:02.501,599bfff3,1,Ask,149.88,405
2025-01-01 09:30:02.512,a765e30c,1,Bid,149.83,54
2025-01-01 09:30:02.529,954be70f,1,Bid,149.83,334
2025-01-01 09:30:02.531,a8f069db,1,Bid,149.83,131
2025-01-01 09:30:02.540,d4b15cc0,2,Bid,149.84,339
2025-01-01 09:30:02.554,9913d01c,1,Ask,149.87,224
2025-01-01 09:30:02.573,d50ce03d,2,Bid,149.85,332
2025-01-01 09:30:02.575,3f857fee,1,Ask,149.87,65
2025-01-01 09:30:02.584,4a076dcc,1,Ask,149.86,91
2025-01-01 09:30:02.590,bcd3dd14,2,Ask,149.86,116
2025-01-01 09:30:02.604,6d5ab26e,1,Ask,149.86,93
2025-01-01 09:30:02.633,fcbff041,1,Ask,149.85,327
2025-01-01 09:30:02.620,00e0cbca,1,Ask,149.84,128
2025-01-01 09:30:02.633,e81b970c,1,Bid,149.82,311
2025-01-01 09:30:02.650,a0c0a03a,1,Ask,149.85,196
2025-01-01 09:30:02.656,7c526176,1,Bid,149.82,67
2025-01-01 09:30:02.665,c8b47f4e,1,Ask,149.85,300
2025-01-01 09:30:02.676,9a9d5528,1,Ask,149.85,29
2025-01-01 09:30:02.682,1fdd434b,1,Ask,149.83,133
2025-01-01 09:30:02.691,f692bac7,1,Ask,149.84,145
2025-01-01 09:30:02.708,13073c3d,3,Bid,149.8,176
2025-01-01 09:30:02.718,a27b19b5,1,Bid,149.79,152
2025-01-01 09:30:02.730,830b00ec,3,Bid,149.82,185
2025-01-01 09:30:02.742,6094460b,2,Bid,149.82,240
2025-01-01 09:30:02.743,421acacb,1,Bid,149.83,70
2025-01-01 09:30:02.753,b89d9214,3,Ask,149.84,185
2025-01-01 09:30:02.768,8ac5e376,1,Bid,149.8,105
2025-01-01 09:30:02.775,0cbbbafc,1,Bid,149.83,28
2025-01-01 09:30:02.786,ed4b660f,1,Bid,149.85,82
2025-01-01 09:30:02.797,ec2cb786,1,Bid,149.84,600
2025-01-01 09:30:02.811,3dfecb3f,1,Ask,149.89,21
2025-01-01 09:30:02.812,95d4d583,2,Ask,149.91,145
2025-01-01 09:30:02.822,faea81aa,1,Ask,149.91,219
2025-01-01 09:30:02.830,9bba5567,1,Bid,149.87,57
2025-01-01 09:30:02.844,f92e6723,1,Ask,149.91,72
2025-01-01 09:30:02.850,e2bb7005,1,Bid,149.85,18
2025-01-01 09:30:02.863,5cadbf5a,1,Ask,149.89,389
2025-01-01 09:30:02.873,f9e33439,1,Bid,149.85,138
2025-01-01 09:30:02.881,e59e64c1,1,Ask,149.89,433
2025-01-01 09:30:02.894,d87987a5,1,Bid,149.86,108
2025-01-01 09:30:02.900,1c68ee4d,3,Ask,149.89,24
2025-01-01 09:30:02.910,43eaac42,1,Ask,149.89,182
2025-01-01 09:30:02.928,6bb56a83,2,Ask,149.9,306
2025-01-01 09:30:02.932,06694f90,1,Ask,149.9,80
2025-01-01 09:30:02.940,4f45219f,1,Bid,149.86,569
2025-01-01 09:30:02.953,c54df801,1,Bid,149.87,92
2025-01-01 09:30:02.967,9aae87d2,3,Bid,149.86,136
2025-01-01 09:30:02.971,9fbb0f65,1,Bid,149.86,369
2025-01-01 09:30:02.984,3858b33e,1,Bid,149.85,57
2025-01-01 09:30:02.990,f8241ded,1,Bid,149.86,108
2025-01-01 09:30:03.000,6c6255c4,2,Ask,149.9,18
2025-01-01 09:30:03.013,e761dfa0,1,Bid,149.86,124
2025-01-01 09:30:03.023,a9f5f6cc,1,Ask,149.89,84
2025-01-01 09:30:03.035,d4013913,1,Bid,149.87,91
2025-01-01 09:30:03.046,be545172,1,Bid,149.85,200
2025-01-01 09:30:03.068,90158d01,1,Bid,149.84,37
2025-01-01 09:30:03.063,25c246ca,1,Ask,149.87,84
2025-01-01 09:30:03.071,f0a43f79,1,Ask,149.86,264
2025-01-01 09:30:03.087,ad440eba,1,Bid,149.84,421
2025-01-01 09:30:03.091,99f17af6,2,Bid,149.86,66
2025-01-01 09:30:03.102,482da2e6,1,Ask,149.9,599
2025-01-01 09:30:03.110,2114611b,3,Ask,149.9,543
2025-01-01 09:30:03.120,c4785d7e,2,Bid,149.86,55
2025-01-01 09:30:03.146,9724fcef,2,Ask,149.9,116
2025-01-01 09:30:03.149,9f68c4b2,2,Ask,149.9,188
2025-01-01 09:30:03.155,655d3b39,2,Bid,149.89,36
2025-01-01 09:30:03.162,0fe156cb,1,Bid,149.89,32
2025-01-01 09:30:03.170,ec6e08f4,2,Bid,149.88,134
2025-01-01 09:30:03.180,52647ef0,1,Ask,149.89,164
2025-01-01 09:30:03.191,d8c48431,1,Ask,149.86,84
2025-01-01 09:30:03.203,3f1c24cf,2,Bid,149.81,36
2025-01-01 09:30:03.216,752d36af,1,Bid,149.79,202
2025-01-01 09:30:03.225,05523df4,1,Ask,149.86,83
2025-01-01 09:30:03.231,a285a03b,2,Ask,149.85,112
2025-01-01 09:30:03.255,ee541a48,1,Ask,149.84,34
2025-01-01 09:30:03.256,975e7b18,1,Bid,149.79,157
2025-01-01 09:30:03.264,7dd7ef86,1,Bid,149.81,110
2025-01-01 09:30:03.274,b76b4490,3,Ask,149.85,66
2025-01-01 09:30:03.282,3023130e,1,Bid,149.82,16
2025-01-01 09:30:03.291,e032430f,1,Bid,149.82,562
2025-01-01 09:30:03.302,8ca51a4f,1,Bid,149.8,43
2025-01-01 09:30:03.317,d8845d72,1,Bid,149.83,804
2025-01-01 09:30:03.320,d1412315,1,Ask,149.86,80
2025-01-01 09:30:03.330,4dcbcac8,1,Bid,149.82,255
2025-01-01 09:30:03.340,389e0743,2,Ask,149.87,209
2025-01-01 09:30:03.350,6913caa8,1,Bid,149.83,30
2025-01-01 09:30:03.369,7e3bc8d4,2,Bid,149.83,547
2025-01-01 09:30:03.376,90883af4,1,Bid,149.84,82
2025-01-01 09:30:03.383,040181e1,1,Ask,149.88,247
2025-01-01 09:30:03.390,a55599cb,1,Ask,149.88,11
2025-01-01 09:30:03.403,b1affdb0,1,Ask,149.9,61
2025-01-01 09:30:03.413,12a39e51,1,Ask,149.87,88
2025-01-01 09:30:03.420,45b3abaf,1,Bid,149.85,229
2025-01-01 09:30:03.432,f2eeea9a,1,Bid,149.83,96
2025-01-01 09:30:03.442,dfc0b9f3,1,Ask,149.88,581
2025-01-01 09:30:03.454,aec4c1fc,1,Ask,149.85,17
2025-01-01 09:30:03.465,dc85843a,1,Bid,149.85,38
2025-01-01 09:30:03.470,a3c5fda8,2,Ask,149.88,46
2025-01-01 09:30:03.482,8dc76000,3,Ask,149.89,30
2025-01-01 09:30:03.494,4b7ecec9,1,Ask,149.88,78
2025-01-01 09:30:03.503,e7a8efb1,3,Ask,149.86,17
2025-01-01 09:30:03.519,b1e73811,1,Bid,149.84,25
2025-01-01 09:30:03.525,6afec7be,1,Bid,149.86,13
2025-01-01 09:30:03.530,d1fea520,3,Bid,149.87,210
2025-01-01 09:30:03.540,49e6837e,1,Ask,149.9,43
2025-01-01 09:30:03.555,09bf16ff,2,Ask,149.9,80
2025-01-01 09:30:03.560,8de887ae,1,Ask,149.92,142
2025-01-01 09:30:03.574,c0fd83c8,1,Ask,149.91,67
2025-01-01 09:30:03.594,8be4417f,2,Bid,149.89,13
2025-01-01 09:30:03.594,a7d409bf,1,Bid,149.9,200
2025-01-01 09:30:03.602,01f5f2ab,1,Ask,149.94,69
2025-01-01 09:30:03.615,164053f3,1,Ask,149.96,639
2025-01-01 09:30:03.623,74aaf3d8,1,Bid,149.94,98
2025-01-01 09:30:03.633,4d33e3e7,1,Ask,149.98,118
2025-01-01 09:30:03.654,97550637,2,Bid,149.95,60
2025-01-01 09:30:03.652,73956bcd,1,Bid,149.97,113
2025-01-01 09:30:03.676,fd9977cf,1,Ask,150.03,265
2025-01-01 09:30:03.681,9fc956d1,1,Ask,150.02,450
2025-01-01 09:30:03.681,d2127a82,1,Ask,150.01,279
2025-01-01 09:30:03.690,7558187d,1,Ask,150.01,9
2025-01-01 09:30:03.700,7b0b5188,1,Bid,149.97,55
2025-01-01 09:30:03.710,fca7559f,1,Bid,149.98,35
2025-01-01 09:30:03.720,a663e1d8,1,Ask,150.01,174
2025-01-01 09:30:03.735,c2cf2ca1,1,Bid,149.98,37
2025-01-01 09:30:03.740,df5838cd,1,Bid,149.97,106
2025-01-01 09:30:03.751,dc0782d9,2,Bid,149.98,35
2025-01-01 09:30:03.769,f3185b2b,1,Ask,150.01,208
2025-01-01 09:30:03.770,6db96ff8,1,Bid,149.99,183
2025-01-01 09:30:03.788,abc081f9,1,Ask,150.0,96
2025-01-01 09:30:03.791,50814f3a,2,Ask,149.99,229
2025-01-01 09:30:03.800,ea449e42,1,Bid,149.97,295
2025-01-01 09:30:03.815,6f7565d4,2,Ask,150.02,103
2025-01-01 09:30:03.824,07f5c502,1,Bid,149.99,263
2025-01-01 09:30:03.840,6bd2e5ab,2,Ask,150.01,430
2025-01-01 09:30:03.846,fec8ee55,2,Bid,149.99,154
2025-01-01 09:30:03.858,636d8a4a,1,Ask,150.05,82
2025-01-01 09:30:03.861,7c2b2617,1,Bid,150.03,254
2025-01-01 09:30:03.870,058f5ea9,1,Bid,150.02,191
2025-01-01 09:30:03.886,673bd53c,2,Bid,150.02,33
2025-01-01 09:30:03.898,7c537650,1,Ask,150.05,54
2025-01-01 09:30:03.923,02763196,2,Ask,150.05,379
2025-01-01 09:30:03.912,e766d796,1,Bid,150.04,120
2025-01-01 09:30:03.922,ede9633d,2,Ask,150.08,155
2025-01-01 09:30:03.937,58baa1a2,3,Bid,150.04,83
2025-01-01 09:30:03.942,f9afb843,1,Ask,150.07,444
2025-01-01 09:30:03.963,0e7114c3,2,Bid,150.01,43
2025-01-01 09:30:03.969,c5250bf1,1,Bid,150.03,247
2025-01-01 09:30:03.972,f486b894,2,Ask,150.06,265
2025-01-01 09:30:03.986,00d37547,2,Bid,150.01,389
2025-01-01 09:30:03.997,d60d88b4,1,Bid,150.04,113
2025-01-01 09:30:04.000,302fe73e,1,Bid,150.05,254
2025-01-01 09:30:04.021,a5d31ea0,2,Ask,150.07,223
2025-01-01 09:30:04.023,ad3b04fb,1,Ask,150.08,78
2025-01-01 09:30:04.038,587c2c41,1,Ask,150.1,190
2025-01-01 09:30:04.041,51690852,2,Ask,150.09,132
2025-01-01 09:30:04.061,0b4dbc2a,1,Ask,150.08,454
2025-01-01 09:30:04.062,2db12631,1,Bid,150.05,90
2025-01-01 09:30:04.070,561d8091,1,Ask,150.06,225
2025-01-01 09:30:04.091,1fc77a91,1,Ask,150.05,205
2025-01-01 09:30:04.090,011a5734,3,Ask,150.05,43
2025-01-01 09:30:04.101,768da9be,2,Bid,150.03,57
2025-01-01 09:30:04.124,d5a22849,1,Bid,150.02,38
2025-01-01 09:30:04.135,2c66bef9,3,Ask,150.05,151
2025-01-01 09:30:04.134,d710ad1a,1,Ask,150.06,250
2025-01-01 09:30:04.144,13bcb09d,3,Ask,150.07,171
2025-01-01 09:30:04.152,1bf646eb,1,Ask,150.03,248
2025-01-01 09:30:04.161,8387cd55,1,Ask,150.03,166
