UserID,PlanName,MonthlyFee,SubscriptionStart,SubscriptionEnd,IsActive
10581,Premium Cloud Storage,9.99,2022-11-07,2023-02-11,False
10583,Premium Cloud Storage,14.99,2022-11-15,,True
10585,Premium Cloud Storage,14.99,2022-04-07,,True
10589,Premium Cloud Storage,14.99,2022-07-15,2022-09-29,False
10594,Premium Cloud Storage,9.99,2022-04-23,,True
10597,Premium Cloud Storage,14.99,2023-01-03,,True
10601,Premium Cloud Storage,14.99,2022-04-26,,True
10605,Premium Cloud Storage,9.99,2022-11-29,2023-03-15,False
10614,Premium Cloud Storage,9.99,2022-06-30,,True
10615,Premium Cloud Storage,9.99,2022-02-23,,True
10617,Premium Cloud Storage,14.99,2022-03-22,,True
10619,Premium Cloud Storage,9.99,2022-07-06,,True
10622,Premium Cloud Storage,14.99,2022-08-10,,True
10623,Premium Cloud Storage,9.99,2022-12-16,,True
10625,Premium Cloud Storage,14.99,2022-02-23,,True
10636,Premium Cloud Storage,9.99,2022-08-26,2022-10-26,False
10639,Premium Cloud Storage,14.99,2022-03-06,,True
10641,Premium Cloud Storage,14.99,2022-08-01,,True
10646,Premium Cloud Storage,9.99,2022-10-14,2022-11-10,False
10647,Premium Cloud Storage,9.99,2022-02-02,2022-02-11,False
10648,Premium Cloud Storage,9.99,2022-01-15,,True
10650,Premium Cloud Storage,14.99,2022-09-22,,True
10655,Premium Cloud Storage,14.99,2022-11-09,,True
10657,Premium Cloud Storage,14.99,2022-03-01,,True
10658,Premium Cloud Storage,9.99,2022-04-19,,True
10661,Premium Cloud Storage,9.99,2022-11-08,,True
10664,Premium Cloud Storage,14.99,2022-06-06,2022-07-22,False
10665,Premium Cloud Storage,14.99,2022-09-30,,True
10668,Premium Cloud Storage,14.99,2022-09-09,2023-01-28,False
10669,Premium Cloud Storage,14.99,2022-12-23,,True
10671,Premium Cloud Storage,9.99,2022-09-26,2023-03-03,False
10672,Premium Cloud Storage,14.99,2022-09-07,,True
10673,Premium Cloud Storage,9.99,2022-03-22,,True
10680,Premium Cloud Storage,9.99,2022-04-27,,True
10689,Premium Cloud Storage,14.99,2022-11-03,,True
10691,Premium Cloud Storage,9.99,2022-07-13,,True
10694,Premium Cloud Storage,14.99,2022-05-11,2023-04-29,False
10695,Premium Cloud Storage,9.99,2022-12-28,,True
10701,Premium Cloud Storage,14.99,2022-02-13,,True
10708,Premium Cloud Storage,14.99,2022-07-11,2022-10-10,False
10709,Premium Cloud Storage,9.99,2023-01-07,,True
10711,Premium Cloud Storage,9.99,2022-06-21,2022-09-08,False
10716,Premium Cloud Storage,9.99,2022-08-29,2023-03-09,False
10717,Premium Cloud Storage,9.99,2022-11-29,2023-03-08,False
10722,Premium Cloud Storage,14.99,2022-08-18,2023-02-28,False
10728,Premium Cloud Storage,14.99,2022-04-13,,True
10731,Premium Cloud Storage,9.99,2022-06-21,2022-08-13,False
10739,Premium Cloud Storage,14.99,2022-03-18,,True
10743,Premium Cloud Storage,9.99,2022-10-22,,True
10744,Premium Cloud Storage,14.99,2022-10-10,,True
10748,Premium Cloud Storage,9.99,2022-10-14,,True
10749,Premium Cloud Storage,9.99,2022-06-21,,True
10753,Premium Cloud Storage,14.99,2022-05-24,,True
10758,Premium Cloud Storage,9.99,2022-10-29,,True
10761,Premium Cloud Storage,14.99,2022-08-22,,True
10764,Premium Cloud Storage,14.99,2022-12-29,,True
10770,Premium Cloud Storage,14.99,2022-06-21,2022-08-04,False
10772,Premium Cloud Storage,14.99,2022-12-02,,True
10773,Premium Cloud Storage,14.99,2022-04-04,2022-10-18,False
10783,Premium Cloud Storage,14.99,2022-05-11,,True
10786,Premium Cloud Storage,9.99,2022-02-24,2023-04-28,False
10788,Premium Cloud Storage,9.99,2022-02-12,2022-05-21,False
10791,Premium Cloud Storage,9.99,2022-08-20,2023-04-20,False
10802,Premium Cloud Storage,9.99,2022-09-28,,True
10805,Premium Cloud Storage,9.99,2022-02-07,2022-11-17,False
10807,Premium Cloud Storage,9.99,2022-04-11,2023-01-27,False
10809,Premium Cloud Storage,14.99,2022-08-04,,True
10811,Premium Cloud Storage,9.99,2022-02-13,2022-07-27,False
10817,Premium Cloud Storage,14.99,2022-06-14,,True
10822,Premium Cloud Storage,14.99,2022-04-19,,True
10823,Premium Cloud Storage,14.99,2022-10-20,,True
10829,Premium Cloud Storage,9.99,2022-07-11,2023-02-04,False
10833,Premium Cloud Storage,14.99,2022-03-14,2022-07-01,False
10842,Premium Cloud Storage,14.99,2022-06-18,,True
10847,Premium Cloud Storage,9.99,2022-08-11,,True
10849,Premium Cloud Storage,9.99,2022-12-13,,True
10854,Premium Cloud Storage,14.99,2022-03-20,2022-08-04,False
10858,Premium Cloud Storage,9.99,2022-05-12,2023-02-20,False
10860,Premium Cloud Storage,9.99,2022-09-25,,True
10862,Premium Cloud Storage,9.99,2022-09-17,2023-04-16,False
10863,Premium Cloud Storage,9.99,2022-02-22,2023-01-05,False
10865,Premium Cloud Storage,9.99,2022-01-15,2022-06-04,False
10869,Premium Cloud Storage,9.99,2022-05-30,,True
10872,Premium Cloud Storage,9.99,2022-06-21,2023-01-13,False
10875,Premium Cloud Storage,14.99,2022-11-18,,True
10888,Premium Cloud Storage,14.99,2022-10-04,,True
10898,Premium Cloud Storage,14.99,2022-06-08,,True
10899,Premium Cloud Storage,14.99,2022-10-16,,True
10911,Premium Cloud Storage,14.99,2022-06-10,2023-04-05,False
10912,Premium Cloud Storage,9.99,2022-01-24,2022-06-30,False
10919,Premium Cloud Storage,14.99,2022-02-08,,True
10925,Premium Cloud Storage,14.99,2022-02-18,2022-03-03,False
10932,Premium Cloud Storage,9.99,2022-11-09,,True
10933,Premium Cloud Storage,9.99,2022-11-25,2023-03-02,False
10934,Premium Cloud Storage,14.99,2022-02-02,,True
10937,Premium Cloud Storage,9.99,2022-04-08,2022-05-23,False
10944,Premium Cloud Storage,14.99,2022-05-11,2023-03-28,False
10948,Premium Cloud Storage,9.99,2022-03-16,2023-04-03,False
10952,Premium Cloud Storage,14.99,2022-01-13,,True
10954,Premium Cloud Storage,9.99,2022-06-02,,True
10957,Premium Cloud Storage,14.99,2022-01-31,,True
10959,Premium Cloud Storage,9.99,2022-03-15,2022-03-24,False
10961,Premium Cloud Storage,9.99,2022-09-11,,True
10962,Premium Cloud Storage,14.99,2022-05-08,2023-01-03,False
10967,Premium Cloud Storage,14.99,2022-02-28,,True
10969,Premium Cloud Storage,9.99,2022-12-06,,True
10972,Premium Cloud Storage,9.99,2022-12-10,,True
10973,Premium Cloud Storage,14.99,2022-01-25,,True
10974,Premium Cloud Storage,14.99,2022-02-08,,True
10976,Premium Cloud Storage,9.99,2022-02-07,,True
10979,Premium Cloud Storage,9.99,2022-09-11,,True
10982,Premium Cloud Storage,14.99,2022-09-17,,True
10983,Premium Cloud Storage,14.99,2022-10-02,,True
10993,Premium Cloud Storage,9.99,2022-11-04,,True
10998,Premium Cloud Storage,9.99,2022-09-28,2023-03-17,False
10999,Premium Cloud Storage,9.99,2022-08-02,2022-10-01,False
11002,Premium Cloud Storage,9.99,2022-01-29,2022-04-01,False
11004,Premium Cloud Storage,9.99,2022-12-28,,True
11008,Premium Cloud Storage,14.99,2022-05-22,2022-11-15,False
11010,Premium Cloud Storage,14.99,2022-05-06,2023-04-12,False
11014,Premium Cloud Storage,9.99,2022-11-30,,True
11019,Premium Cloud Storage,14.99,2022-04-27,,True
11021,Premium Cloud Storage,14.99,2022-11-19,,True
11023,Premium Cloud Storage,9.99,2022-08-15,,True
11026,Premium Cloud Storage,9.99,2022-03-27,,True
11029,Premium Cloud Storage,9.99,2022-05-09,,True
11030,Premium Cloud Storage,14.99,2022-11-10,,True
11033,Premium Cloud Storage,14.99,2022-04-20,,True
11034,Premium Cloud Storage,14.99,2022-04-24,2022-05-20,False
11035,Premium Cloud Storage,9.99,2023-01-05,2023-03-09,False
11036,Premium Cloud Storage,14.99,2022-07-07,,True
11047,Premium Cloud Storage,14.99,2022-04-20,,True
11048,Premium Cloud Storage,9.99,2022-11-04,,True
11049,Premium Cloud Storage,14.99,2022-04-21,,True
11050,Premium Cloud Storage,9.99,2022-02-28,2022-03-25,False
11051,Premium Cloud Storage,9.99,2022-02-09,2022-02-19,False
11053,Premium Cloud Storage,9.99,2022-11-14,2023-01-23,False
11066,Premium Cloud Storage,14.99,2022-07-08,2023-04-21,False
11069,Premium Cloud Storage,14.99,2022-12-22,,True
11070,Premium Cloud Storage,14.99,2022-04-19,2023-01-16,False
11078,Premium Cloud Storage,14.99,2022-04-02,,True
11081,Premium Cloud Storage,14.99,2022-02-03,,True
11087,Premium Cloud Storage,14.99,2022-04-22,2022-10-07,False
11094,Premium Cloud Storage,14.99,2023-01-08,,True
11101,Premium Cloud Storage,9.99,2022-02-04,2022-08-22,False
11103,Premium Cloud Storage,9.99,2022-05-24,,True
11104,Premium Cloud Storage,9.99,2022-05-07,2022-12-26,False
11107,Premium Cloud Storage,9.99,2022-12-05,,True
11109,Premium Cloud Storage,14.99,2022-09-22,,True
11117,Premium Cloud Storage,9.99,2022-05-07,,True
11120,Premium Cloud Storage,9.99,2022-11-25,,True
11123,Premium Cloud Storage,9.99,2022-08-05,2022-08-27,False
11129,Premium Cloud Storage,14.99,2022-07-22,,True
11135,Premium Cloud Storage,14.99,2022-11-06,,True
11137,Premium Cloud Storage,9.99,2022-08-25,2022-11-05,False
11140,Premium Cloud Storage,9.99,2022-05-23,2022-06-23,False
11149,Premium Cloud Storage,9.99,2022-02-04,2022-04-16,False
11150,Premium Cloud Storage,9.99,2022-05-13,,True
11151,Premium Cloud Storage,9.99,2022-07-05,2022-08-18,False
11161,Premium Cloud Storage,14.99,2022-11-03,,True
11162,Premium Cloud Storage,14.99,2022-06-23,,True
11164,Premium Cloud Storage,14.99,2022-05-20,,True
11166,Premium Cloud Storage,9.99,2022-11-05,,True
11172,Premium Cloud Storage,9.99,2022-12-24,,True
11174,Premium Cloud Storage,9.99,2022-04-23,,True
11175,Premium Cloud Storage,9.99,2022-03-12,,True
11184,Premium Cloud Storage,14.99,2022-10-17,2023-02-04,False
11186,Premium Cloud Storage,9.99,2022-09-19,,True
11187,Premium Cloud Storage,14.99,2022-02-28,,True
11192,Premium Cloud Storage,14.99,2022-05-15,2022-12-04,False
11193,Premium Cloud Storage,9.99,2022-02-26,,True
11195,Premium Cloud Storage,9.99,2022-11-03,,True
11196,Premium Cloud Storage,9.99,2022-07-16,,True
11204,Premium Cloud Storage,9.99,2022-05-27,2023-03-10,False
11208,Premium Cloud Storage,14.99,2022-02-21,2022-05-03,False
11210,Premium Cloud Storage,9.99,2022-10-13,,True
11212,Premium Cloud Storage,14.99,2022-07-09,2023-03-16,False
11216,Premium Cloud Storage,14.99,2022-09-23,,True
11219,Premium Cloud Storage,14.99,2022-12-04,2023-02-06,False
11220,Premium Cloud Storage,9.99,2022-05-01,,True
11221,Premium Cloud Storage,14.99,2022-10-06,,True
11222,Premium Cloud Storage,9.99,2022-10-21,,True
11231,Premium Cloud Storage,14.99,2022-02-05,2023-01-01,False
11233,Premium Cloud Storage,14.99,2022-07-18,,True
11237,Premium Cloud Storage,9.99,2022-07-11,,True
11239,Premium Cloud Storage,14.99,2022-10-27,,True
11240,Premium Cloud Storage,9.99,2022-08-24,2022-12-02,False
11243,Premium Cloud Storage,9.99,2022-10-16,,True
11246,Premium Cloud Storage,14.99,2022-12-21,2023-01-21,False
11247,Premium Cloud Storage,14.99,2022-01-14,,True
11248,Premium Cloud Storage,9.99,2022-03-21,,True
11250,Premium Cloud Storage,9.99,2022-04-27,2022-06-03,False
11253,Premium Cloud Storage,14.99,2022-10-21,,True
11255,Premium Cloud Storage,9.99,2022-01-26,2022-08-24,False
11256,Premium Cloud Storage,14.99,2022-10-07,,True
11262,Premium Cloud Storage,14.99,2022-01-21,2022-02-11,False
11266,Premium Cloud Storage,14.99,2022-10-10,2023-04-12,False
11269,Premium Cloud Storage,14.99,2022-02-18,,True
11270,Premium Cloud Storage,9.99,2022-06-04,,True
11276,Premium Cloud Storage,14.99,2022-06-26,2022-12-25,False
11279,Premium Cloud Storage,9.99,2022-06-06,,True
11284,Premium Cloud Storage,14.99,2022-07-08,,True
11285,Premium Cloud Storage,9.99,2022-03-23,,True
11292,Premium Cloud Storage,9.99,2022-10-07,,True
11294,Premium Cloud Storage,9.99,2022-06-05,2022-12-15,False
11295,Premium Cloud Storage,14.99,2022-04-19,,True
11296,Premium Cloud Storage,14.99,2022-03-31,,True
11306,Premium Cloud Storage,9.99,2022-08-18,2023-03-28,False
11307,Premium Cloud Storage,9.99,2022-02-24,2022-09-07,False
11308,Premium Cloud Storage,14.99,2022-07-12,,True
11310,Premium Cloud Storage,14.99,2022-10-27,2023-02-09,False
11318,Premium Cloud Storage,14.99,2022-07-31,2022-10-18,False
11321,Premium Cloud Storage,14.99,2022-05-26,2023-01-21,False
11325,Premium Cloud Storage,14.99,2022-04-16,,True
11328,Premium Cloud Storage,9.99,2022-04-09,2022-11-05,False
11330,Premium Cloud Storage,9.99,2022-02-02,2022-03-26,False
11334,Premium Cloud Storage,9.99,2022-11-01,,True
11335,Premium Cloud Storage,9.99,2022-05-11,,True
11337,Premium Cloud Storage,9.99,2022-06-26,2022-09-11,False
11339,Premium Cloud Storage,14.99,2022-02-02,2023-03-04,False
11340,Premium Cloud Storage,14.99,2022-04-12,2022-05-09,False
11341,Premium Cloud Storage,9.99,2022-12-24,2023-02-20,False
11346,Premium Cloud Storage,14.99,2022-05-24,,True
11350,Premium Cloud Storage,9.99,2022-11-04,,True
11353,Premium Cloud Storage,9.99,2022-07-20,2023-04-15,False
11357,Premium Cloud Storage,9.99,2022-09-23,2023-04-17,False
11362,Premium Cloud Storage,9.99,2022-02-02,2022-08-16,False
11363,Premium Cloud Storage,9.99,2022-08-28,2023-05-10,False
11365,Premium Cloud Storage,14.99,2022-02-03,,True
11369,Premium Cloud Storage,14.99,2022-10-11,,True
11371,Premium Cloud Storage,14.99,2022-11-20,,True
11375,Premium Cloud Storage,9.99,2022-04-08,2022-11-05,False
11376,Premium Cloud Storage,9.99,2022-06-11,2022-12-30,False
11380,Premium Cloud Storage,14.99,2023-01-09,,True
11384,Premium Cloud Storage,9.99,2022-02-10,,True
11387,Premium Cloud Storage,14.99,2022-06-28,,True
11388,Premium Cloud Storage,9.99,2022-09-14,,True
11389,Premium Cloud Storage,9.99,2022-03-29,2022-04-22,False
11392,Premium Cloud Storage,14.99,2022-09-08,,True
11394,Premium Cloud Storage,14.99,2022-08-04,,True
11397,Premium Cloud Storage,14.99,2022-03-21,,True
11401,Premium Cloud Storage,14.99,2022-04-18,,True
11403,Premium Cloud Storage,9.99,2022-08-17,2023-01-19,False
11412,Premium Cloud Storage,14.99,2022-12-21,,True
11413,Premium Cloud Storage,14.99,2022-05-16,2022-08-14,False
11415,Premium Cloud Storage,9.99,2022-02-01,2022-08-16,False
11417,Premium Cloud Storage,14.99,2022-01-12,,True
11419,Premium Cloud Storage,9.99,2022-04-16,,True
11422,Premium Cloud Storage,14.99,2022-06-30,,True
11423,Premium Cloud Storage,14.99,2022-12-10,2023-03-16,False
11426,Premium Cloud Storage,14.99,2022-09-18,,True
11433,Premium Cloud Storage,9.99,2022-06-27,,True
11439,Premium Cloud Storage,9.99,2022-01-26,2022-10-01,False
11440,Premium Cloud Storage,9.99,2022-02-19,,True
11445,Premium Cloud Storage,14.99,2022-10-01,,True
11447,Premium Cloud Storage,9.99,2023-01-02,2023-01-17,False
11448,Premium Cloud Storage,9.99,2022-07-30,,True
11455,Premium Cloud Storage,9.99,2022-06-15,2022-06-22,False
11458,Premium Cloud Storage,14.99,2022-08-06,,True
11460,Premium Cloud Storage,14.99,2022-12-09,,True
11464,Premium Cloud Storage,9.99,2022-09-25,,True
11467,Premium Cloud Storage,9.99,2022-11-03,2023-01-07,False
11468,Premium Cloud Storage,9.99,2022-07-03,,True
11474,Premium Cloud Storage,14.99,2022-10-26,,True
11486,Premium Cloud Storage,14.99,2022-04-08,,True
11487,Premium Cloud Storage,9.99,2022-03-09,2022-06-15,False
11489,Premium Cloud Storage,9.99,2022-01-17,2022-08-28,False
11492,Premium Cloud Storage,14.99,2022-06-10,,True
11500,Premium Cloud Storage,9.99,2022-03-01,,True
11502,Premium Cloud Storage,14.99,2022-04-14,,True
11505,Premium Cloud Storage,14.99,2022-10-05,,True
11509,Premium Cloud Storage,9.99,2022-06-09,,True
11513,Premium Cloud Storage,14.99,2022-01-22,,True
11517,Premium Cloud Storage,9.99,2022-01-21,,True
11520,Premium Cloud Storage,14.99,2022-05-09,2022-06-05,False
11523,Premium Cloud Storage,14.99,2022-03-26,,True
11524,Premium Cloud Storage,9.99,2022-07-25,2022-12-27,False
11525,Premium Cloud Storage,14.99,2022-12-08,,True
11526,Premium Cloud Storage,14.99,2022-07-27,,True
11527,Premium Cloud Storage,14.99,2022-12-20,,True
11530,Premium Cloud Storage,14.99,2022-12-20,,True
11532,Premium Cloud Storage,9.99,2022-09-23,2023-02-21,False
11533,Premium Cloud Storage,14.99,2022-08-14,,True
11534,Premium Cloud Storage,9.99,2022-03-29,2022-08-28,False
11535,Premium Cloud Storage,14.99,2022-01-13,2022-09-03,False
11538,Premium Cloud Storage,14.99,2022-01-24,,True
11542,Premium Cloud Storage,9.99,2022-01-24,,True
11546,Premium Cloud Storage,9.99,2022-10-26,2023-01-03,False
11548,Premium Cloud Storage,14.99,2022-05-27,2022-11-25,False
11550,Premium Cloud Storage,9.99,2022-06-06,2022-10-08,False
11552,Premium Cloud Storage,9.99,2022-05-19,,True
11554,Premium Cloud Storage,14.99,2022-11-19,2023-02-07,False
11566,Premium Cloud Storage,9.99,2022-07-13,,True
11567,Premium Cloud Storage,14.99,2022-07-23,,True
11568,Premium Cloud Storage,9.99,2022-11-01,,True
11569,Premium Cloud Storage,9.99,2022-09-13,2022-11-26,False
11570,Premium Cloud Storage,9.99,2022-05-13,,True
11571,Premium Cloud Storage,14.99,2022-02-10,,True
11576,Premium Cloud Storage,14.99,2022-10-05,2022-11-01,False
11579,Premium Cloud Storage,9.99,2022-01-25,2022-03-06,False
11580,Premium Cloud Storage,14.99,2022-05-01,,True
11581,Premium Cloud Storage,14.99,2022-07-21,,True
11588,Premium Cloud Storage,9.99,2022-02-17,,True
11590,Premium Cloud Storage,9.99,2022-05-29,2023-03-29,False
11591,Premium Cloud Storage,9.99,2022-08-17,,True
11598,Premium Cloud Storage,14.99,2022-12-27,,True
11599,Premium Cloud Storage,9.99,2022-12-22,,True
11600,Premium Cloud Storage,14.99,2022-09-02,,True
