Date,Government_Spending,Tax_Revenue,Sovereign_Debt_Outstanding,Sovereign_Yield_10Y,Private_Capital_Formation
2007-03-31,1263.2364343713107,1084.3399572823876,5803.838852115832,0.03341184450892756,2296.2404151141554
2007-06-30,1271.7779656223443,1060.5911853717787,6015.025632366398,0.03661937651765039,2261.3563034214476
2007-09-30,1278.7694325611974,924.0035522974772,6369.791512630118,0.03635688905086424,2276.456926469224
2007-12-31,1298.030823483742,1179.6836729905503,6488.138663123309,0.035059114220133865,2294.5764442874192
2008-03-31,1307.9633373600525,1020.4664772367881,6775.635523246573,0.030748778886050085,2356.697299488351
2008-06-30,1312.674782715273,980.0818841785674,7108.2284217832785,0.03672496967582524,2285.693484072485
2008-09-30,1326.7875072757888,942.2762421986178,7492.739686860449,0.0297654373438759,2378.6575978717783
2008-12-31,1330.6832890259338,1128.0511435941396,7695.371832292243,0.03281406555523306,2351.501315484183
2009-03-31,1341.7276070009575,1166.4860273516144,7870.6134119415865,0.03189011159625273,2359.8685331391025
2009-06-30,1341.9292563815586,944.9154027016266,8267.627265621519,0.03544848253460926,2341.312769166501
2009-09-30,1345.2883261370666,1113.9300316024094,8498.985560156176,0.047033253743493,2191.442955240457
2009-12-31,1356.272632316412,1026.1883479305516,8829.069844542037,0.026724070151760523,2438.1658640092355
2010-03-31,1369.9649652163891,1179.9415054944332,9019.093304263992,0.03983735658542671,2290.8308923234085
2010-06-30,1380.821806622339,1026.7675065138767,9373.147604372454,0.028986513804319616,2439.383054026877
2010-09-30,1390.2435652103977,1213.3134317367735,9550.077737846079,0.03501227611802242,2375.302223276113
2010-12-31,1398.7380467324515,1114.351993434419,9834.463791144111,0.04333399690777136,2282.564168496894
2011-03-31,1401.3454367806144,1309.1123795493747,9926.696848375352,0.03837841927221403,2349.386421212892
2011-06-30,1407.7462157386408,1033.8209981936302,10300.622065920363,0.033348478728471374,2408.2881342948167
2011-09-30,1415.4430218838418,1111.5001119670576,10604.564975837147,0.035713567174508846,2384.4825743012857
2011-12-31,1430.7286330149363,1042.0974970924403,10993.196111759644,0.04339500850217303,2286.692940590362
2012-03-31,1442.4467244627785,1343.1680273283318,11092.47480889409,0.03652577812551947,2387.3095176327092
2012-06-30,1443.631523685965,1327.1807534579366,11208.925579122119,0.04147173237820219,2329.014515659154
2012-09-30,1455.2519435329389,1112.5188742356897,11551.658648419369,0.04124074242983185,2328.646918045858
2012-12-31,1463.3265321308572,1265.7716138278217,11749.213566722405,0.03811424100559858,2369.514327432244
2013-03-31,1469.9419221293276,1329.2766384331626,11889.87885041857,0.05234783840876854,2200.7236744353754
2013-06-30,1483.000303573532,1243.9409555380407,12128.938198454061,0.04523257063992847,2289.027276017837
2013-09-30,1498.1553011860117,1247.0834162652802,12380.010083374793,0.03239397139859314,2446.2875625788643
2013-12-31,1512.8117017815925,1150.437435191337,12742.384349965048,0.04411112775119945,2307.259980286204
2014-03-31,1518.6156141654794,1098.3777591438509,13162.622204986677,0.04063435165087563,2358.1693472513393
2014-06-30,1527.0695522862234,1411.476403050839,13278.215354222062,0.04841571875140441,2260.8328267410184
2014-09-30,1538.7258694432412,1423.4822480780285,13393.458975587275,0.040400580684177914,2361.311669525166
2014-12-31,1553.603595078853,1333.4196915725495,13613.642879093579,0.0441900246216164,2321.2641196807617
2015-03-31,1561.2077238896265,1225.169388826218,13949.681214156988,0.04789990906112429,2265.4097207719396
2015-06-30,1570.2794290063075,1236.2847531609912,14283.675890002305,0.050311296984603134,2226.192733984689
2015-09-30,1574.7477541362773,1388.1226966212405,14470.300947517342,0.04032051668126661,2348.8930455638706
2015-12-31,1578.766721015874,1459.218660584869,14589.849007948347,0.044866954765987094,2294.9280979877462
2016-03-31,1592.829350127845,1468.2248682568516,14714.453489819341,0.044391394430790466,2308.981677833684
2016-06-30,1609.6105502706992,1440.5513618171271,14883.512678272913,0.043806999577885905,2336.040175664487
2016-09-30,1619.2504996627974,1393.3778657226228,15109.385312213088,0.05631178740036532,2193.3069241155144
2016-12-31,1634.2681641522577,1178.3645314376536,15565.288944927692,0.05033872988561407,2271.37075775027
2017-03-31,1646.0763442774958,1218.7667417010307,15992.598547504156,0.04278669312006149,2370.5810552406506
2017-06-30,1652.85074550447,1528.2895119489158,16117.15978105971,0.0539070039981702,2226.551875617914
2017-09-30,1664.6577235320124,1417.6346109565566,16364.182893635167,0.06037781918874903,2150.4815543757545
2017-12-31,1682.3479063643422,1181.5116945880297,16865.01910541148,0.05584040361830177,2209.312662617144
2018-03-31,1692.1687761687922,1227.4448874450477,17329.742994135224,0.04392657698105603,2366.4626811860962
2018-06-30,1709.9919944478625,1480.6400744826958,17559.09491410039,0.04951945585132106,2293.2793858722607
2018-09-30,1706.8932689274136,1196.9851840984952,18069.00299892931,0.059202723137342775,2182.432009939401
2018-12-31,1721.0027814492896,1273.8897229567415,18516.11605742186,0.05014313482397461,2316.0042529865286
2019-03-31,1731.4380167904806,1449.531247755038,18798.0228264573,0.05641337786137466,2241.5386135344593
2019-06-30,1739.9429800381513,1518.9246340635834,19019.04117243187,0.05846949132131026,2224.854312506254
2019-09-30,1750.4017839208286,1510.5797866647356,19258.863169687964,0.05039791354887642,2337.650474578788
2019-12-31,1750.4639393478242,1323.4685922717638,19685.858516764023,0.05551165904530895,2274.716451154523
2020-03-31,1759.3655799086368,1544.8018081272928,19900.422288545367,0.03999324835580895,2475.937509591377
2020-06-30,1771.1511427661953,1344.8567980463854,20326.716633265176,0.05185309161979433,2332.8153927993776
2020-09-30,1788.540612989903,1397.4760729960585,20717.78117325902,0.05642354955586019,2281.661429584043
2020-12-31,1795.9492618985348,1592.3296553378032,20921.400779819753,0.05181786580273794,2336.5023786595166
2021-03-31,1801.906793884069,1553.979239299793,21169.32833440403,0.06666982738560652,2156.0979606162487
2021-06-30,1809.3980086661463,1650.7243930315121,21328.001950038662,0.05164569699920619,2353.8795733587067
2021-09-30,1823.9750192546567,1576.649885452167,21575.32708384115,0.05704607478380627,2305.8862871291567
2021-12-31,1835.618774802955,1545.7326279032275,21865.21323074088,0.06042731344808911,2278.213512086473
2022-03-31,1842.9699737841197,1333.2389277509772,22374.944276774022,0.06790719614279925,2211.246802977712
2022-06-30,1855.5363109496866,1469.4529238364812,22761.027663887227,0.0542238185313956,2379.615547491377
2022-09-30,1866.0216986964267,1429.9335322474406,23197.115830336214,0.06801220813292716,2220.9838838394394
2022-12-31,1880.864923649091,1431.3333370457058,23646.6474169396,0.0630652688276703,2289.6540452125337
2023-03-31,1887.3546581797043,1780.2522614683046,23753.749813650997,0.05830138338531759,2376.1006425741193
2023-06-30,1895.7163474467154,1513.301888911422,24136.164272186288,0.06621506968844135,2274.0965809315207
2023-09-30,1903.7558066810548,1757.1887669888035,24282.73131187854,0.06516646152027442,2283.8069646117997
2023-12-31,1906.438231940394,1635.3134639221535,24553.85607989678,0.061663264376915904,2326.603002449341
2024-03-31,1917.918833325717,1723.6390753286746,24748.135837893824,0.06536676106639051,2264.07033658781
2024-06-30,1929.2241096866164,1592.8817763909647,25084.478171189476,0.06370300147813872,2284.6097812241496
2024-09-30,1939.2496769698287,1637.1649418549564,25386.56290630435,0.06674665920448906,2243.9727330292335
2024-12-31,1948.076741302953,1603.5192849142416,25731.120362693062,0.07011648827670149,2208.3538074913404
2025-03-31,1950.9998875927008,1460.9296831267025,26221.19056715906,0.07562737434154,2147.8852914386302
2025-06-30,1958.896660978874,1725.0299217609336,26455.057306377003,0.061933624790372496,2342.818869220383
2025-09-30,1967.1830883962402,1515.110822648046,26907.129572125195,0.07961020489510051,2136.3658562931437
2025-12-31,1973.1717020501321,1393.2150856527287,27487.0861885226,0.0602395610023875,2377.7298683954323
